scene_id,disaster,split,unc_frac,occ_score,occlusion_flag
hurricane-florence_00000247,hurricane-florence,val,,0.25123254354019164,False
hurricane-florence_00000248,hurricane-florence,test_id,1.0,-0.17812910027805423,False
hurricane-florence_00000249,hurricane-florence,test_id,0.0,-0.002832638057796738,False
hurricane-florence_00000260,hurricane-florence,train,0.0,-0.3989795790886874,False
hurricane-florence_00000271,hurricane-florence,test_id,,0.019049995274168154,False
hurricane-florence_00000272,hurricane-florence,train,0.07142857142857142,-0.40637381935436434,False
hurricane-florence_00000296,hurricane-florence,train,1.0,-0.23075218059172897,False
hurricane-florence_00000303,hurricane-florence,train,0.2,-0.1663766833889416,False
hurricane-florence_00000307,hurricane-florence,test_id,0.29411764705882354,0.08405249509143915,False
hurricane-florence_00000311,hurricane-florence,test_id,0.0,0.25701971100457144,False
hurricane-florence_00000316,hurricane-florence,val,0.0,-0.2504561797895761,False
hurricane-florence_00000318,hurricane-florence,test_id,0.0,-0.14410444581818865,False
hurricane-florence_00000330,hurricane-florence,train,0.1111111111111111,-0.12434109461083523,False
hurricane-florence_00000338,hurricane-florence,train,0.0,-0.09658265696336615,False
hurricane-florence_00000346,hurricane-florence,val,0.0,-0.1585550516854919,False
hurricane-florence_00000349,hurricane-florence,val,0.4576271186440678,-0.0932652774426116,False
hurricane-florence_00000365,hurricane-florence,train,,-0.12821616381286316,False
hurricane-florence_00000367,hurricane-florence,test_id,0.0,-0.29666725214793993,False
hurricane-florence_00000378,hurricane-florence,test_id,,0.4107513929557183,False
hurricane-florence_00000382,hurricane-florence,train,0.0,0.15115620860312937,False
hurricane-florence_00000389,hurricane-florence,train,0.38636363636363635,0.21438913703353585,False
hurricane-florence_00000422,hurricane-florence,test_id,,0.49579593060918375,False
hurricane-florence_00000426,hurricane-florence,val,0.0,-0.1507213434357713,False
hurricane-florence_00000441,hurricane-florence,val,0.0,-0.04323741252289254,False
hurricane-florence_00000447,hurricane-florence,test_id,,0.16276684572480862,False
hurricane-florence_00000455,hurricane-florence,val,0.0,-0.07909068898534431,False
hurricane-florence_00000483,hurricane-florence,test_id,0.0,-0.15228918222699506,False
hurricane-florence_00000509,hurricane-florence,test_id,0.0,-0.10177524025124535,False
hurricane-florence_00000545,hurricane-florence,train,0.0,-0.23473666496351936,False
hurricane-harvey_00000021,hurricane-harvey,test_id,0.0,-0.3728372503411669,False
hurricane-harvey_00000025,hurricane-harvey,train,0.0,-0.25174257073634887,False
hurricane-harvey_00000029,hurricane-harvey,val,0.0,-0.05395048013853208,False
hurricane-harvey_00000038,hurricane-harvey,test_id,0.25,0.08647665429218844,False
hurricane-harvey_00000039,hurricane-harvey,train,0.42857142857142855,-0.19134584154358628,False
hurricane-harvey_00000041,hurricane-harvey,train,,-0.8440838557726924,False
hurricane-harvey_00000043,hurricane-harvey,train,,0.012293130799740037,False
hurricane-harvey_00000055,hurricane-harvey,train,,0.07462350671529261,False
hurricane-harvey_00000057,hurricane-harvey,val,0.0,-0.42212318198748316,False
hurricane-harvey_00000065,hurricane-harvey,test_id,,-0.5137624489562984,False
hurricane-harvey_00000076,hurricane-harvey,train,0.0,-0.1258082922199687,False
hurricane-harvey_00000080,hurricane-harvey,val,0.8493150684931506,-0.1510570379707119,False
hurricane-harvey_00000081,hurricane-harvey,val,0.18181818181818182,0.01133358507222084,False
hurricane-harvey_00000083,hurricane-harvey,test_id,0.0,-0.630122253840001,False
hurricane-harvey_00000088,hurricane-harvey,val,0.0,-0.4334146391387922,False
hurricane-harvey_00000101,hurricane-harvey,train,0.034482758620689655,-0.20289660235626805,False
hurricane-harvey_00000105,hurricane-harvey,test_id,0.0,0.03394097256916363,False
hurricane-harvey_00000106,hurricane-harvey,test_id,,-0.3277433794268208,False
hurricane-harvey_00000140,hurricane-harvey,test_id,0.0,0.12171624278803873,False
hurricane-harvey_00000143,hurricane-harvey,test_id,0.0,-0.37313440948161836,False
hurricane-harvey_00000164,hurricane-harvey,test_id,,-0.37280893325532194,False
hurricane-harvey_00000166,hurricane-harvey,test_id,,-0.16149812809992786,False
hurricane-harvey_00000204,hurricane-harvey,train,0.6216216216216216,0.18439221404287454,False
hurricane-harvey_00000207,hurricane-harvey,train,0.16666666666666666,-0.4137237493516398,False
hurricane-harvey_00000211,hurricane-harvey,test_id,,-0.2435412175151605,False
hurricane-harvey_00000213,hurricane-harvey,train,0.0,-0.16016678316123548,False
hurricane-harvey_00000225,hurricane-harvey,test_id,0.19148936170212766,-0.6591951412990293,False
hurricane-harvey_00000234,hurricane-harvey,test_id,0.2727272727272727,-0.2722969185710122,False
hurricane-harvey_00000236,hurricane-harvey,test_id,0.23655913978494625,-0.10456086295512203,False
hurricane-harvey_00000242,hurricane-harvey,val,0.0,-0.39709985478921905,False
hurricane-harvey_00000245,hurricane-harvey,val,0.04838709677419355,-0.45716733821399197,False
hurricane-harvey_00000247,hurricane-harvey,test_id,0.0,-0.3520062032108358,False
hurricane-harvey_00000248,hurricane-harvey,train,0.0,-0.5592546286747669,False
hurricane-harvey_00000250,hurricane-harvey,test_id,0.0,-0.26375554057890466,False
hurricane-harvey_00000252,hurricane-harvey,test_id,0.2982456140350877,0.04764629159731945,False
hurricane-harvey_00000264,hurricane-harvey,train,0.0,-0.6907674440053334,False
hurricane-harvey_00000268,hurricane-harvey,train,0.2857142857142857,-0.904768266819256,False
hurricane-harvey_00000271,hurricane-harvey,val,,-0.6543960360825183,False
hurricane-harvey_00000272,hurricane-harvey,train,,-1.056274028176576,False
hurricane-harvey_00000277,hurricane-harvey,train,0.4,-0.7634567219141926,False
hurricane-harvey_00000278,hurricane-harvey,val,0.25,-0.2303247680871907,False
hurricane-harvey_00000280,hurricane-harvey,train,0.3333333333333333,-0.3103380127667166,False
hurricane-harvey_00000282,hurricane-harvey,test_id,0.46875,0.14487193575164672,False
hurricane-harvey_00000283,hurricane-harvey,test_id,,-0.6649178757683635,False
hurricane-harvey_00000306,hurricane-harvey,test_id,0.0,-1.202336642928712,False
hurricane-harvey_00000307,hurricane-harvey,train,0.26666666666666666,-0.7442367939557397,False
hurricane-harvey_00000314,hurricane-harvey,test_id,,-0.7289128698822036,False
hurricane-harvey_00000319,hurricane-harvey,train,0.2,-0.8548111011906392,False
hurricane-harvey_00000322,hurricane-harvey,test_id,,-0.3043920064702166,False
hurricane-harvey_00000333,hurricane-harvey,train,0.0,0.0825280617165064,False
hurricane-harvey_00000351,hurricane-harvey,val,0.02702702702702703,-0.18570946828410917,False
hurricane-harvey_00000363,hurricane-harvey,test_id,0.0,-0.26140978909530993,False
hurricane-harvey_00000395,hurricane-harvey,test_id,0.0,-0.2416168652603576,False
hurricane-harvey_00000396,hurricane-harvey,train,0.0,-0.5040867705821283,False
hurricane-harvey_00000404,hurricane-harvey,test_id,0.0,-0.07040480055048093,False
hurricane-harvey_00000405,hurricane-harvey,test_id,1.0,-0.8978041701598884,False
hurricane-harvey_00000428,hurricane-harvey,test_id,1.0,-0.5087104440096373,False
hurricane-harvey_00000430,hurricane-harvey,train,0.0,-0.4818532189779602,False
hurricane-harvey_00000449,hurricane-harvey,test_id,,-0.46207533181631855,False
hurricane-harvey_00000479,hurricane-harvey,test_id,0.0,-0.3115477867335539,False
hurricane-harvey_00000496,hurricane-harvey,train,0.0,0.006066783409307691,False
hurricane-harvey_00000497,hurricane-harvey,test_id,0.0,-0.0607571555793175,False
hurricane-harvey_00000502,hurricane-harvey,val,0.0,0.0746009043953509,False
hurricane-harvey_00000512,hurricane-harvey,val,0.0,-0.007751259262372352,False
hurricane-matthew_00000009,hurricane-matthew,val,0.36363636363636365,-0.5300896357486855,False
hurricane-matthew_00000019,hurricane-matthew,test_id,0.35714285714285715,0.07597672499211941,False
hurricane-matthew_00000022,hurricane-matthew,test_id,0.23529411764705882,0.15157532739800983,False
hurricane-matthew_00000024,hurricane-matthew,test_id,0.018018018018018018,-0.30689003089812716,False
hurricane-matthew_00000025,hurricane-matthew,test_id,0.20588235294117646,0.19851621211171705,False
hurricane-matthew_00000036,hurricane-matthew,test_id,0.21428571428571427,-0.5796677621788981,False
hurricane-matthew_00000037,hurricane-matthew,test_id,0.0,-0.6582665108530141,False
hurricane-matthew_00000051,hurricane-matthew,val,0.06557377049180328,0.09122663408838991,False
hurricane-matthew_00000060,hurricane-matthew,val,0.05063291139240506,-0.4351486667065752,False
hurricane-matthew_00000061,hurricane-matthew,test_id,0.2897196261682243,-0.09337878701647509,False
hurricane-matthew_00000064,hurricane-matthew,train,0.47619047619047616,0.3279210918005175,False
hurricane-matthew_00000068,hurricane-matthew,test_id,0.0423728813559322,-0.387383996869832,False
hurricane-matthew_00000075,hurricane-matthew,val,0.015789473684210527,-0.6013303984424753,False
hurricane-matthew_00000121,hurricane-matthew,test_id,,0.3211666845728219,False
hurricane-matthew_00000132,hurricane-matthew,train,0.25,0.13485358753519794,False
hurricane-matthew_00000150,hurricane-matthew,test_id,0.38095238095238093,0.12687408155456126,False
hurricane-matthew_00000160,hurricane-matthew,test_id,0.19230769230769232,0.052960681866214755,False
hurricane-matthew_00000164,hurricane-matthew,train,0.34615384615384615,-0.1423138132363539,False
hurricane-matthew_00000167,hurricane-matthew,train,0.36,-0.15099234435622924,False
hurricane-matthew_00000178,hurricane-matthew,train,0.20833333333333334,-0.08031768003349038,False
hurricane-matthew_00000180,hurricane-matthew,val,0.15384615384615385,0.15622264006884062,False
hurricane-matthew_00000195,hurricane-matthew,train,0.23076923076923078,0.037546628797352544,False
hurricane-matthew_00000199,hurricane-matthew,test_id,0.2857142857142857,0.21775584308061213,False
hurricane-matthew_00000202,hurricane-matthew,train,0.3333333333333333,0.12431669196777782,False
hurricane-matthew_00000209,hurricane-matthew,train,0.7272727272727273,0.22037622902130793,False
hurricane-matthew_00000210,hurricane-matthew,test_id,0.42857142857142855,0.011278257588810979,False
hurricane-matthew_00000214,hurricane-matthew,test_id,0.15,0.0647249073331167,False
hurricane-matthew_00000216,hurricane-matthew,test_id,0.0,-0.014719912362400861,False
hurricane-matthew_00000219,hurricane-matthew,val,,-0.07789750301175168,False
hurricane-matthew_00000224,hurricane-matthew,test_id,0.26666666666666666,-0.21005726663936197,False
hurricane-matthew_00000226,hurricane-matthew,train,0.3333333333333333,-0.12752970008793119,False
hurricane-matthew_00000227,hurricane-matthew,test_id,,-0.21827367542196469,False
hurricane-matthew_00000243,hurricane-matthew,train,0.2391304347826087,-0.18627813959993444,False
hurricane-matthew_00000246,hurricane-matthew,test_id,0.47619047619047616,0.3717464819119833,False
hurricane-matthew_00000247,hurricane-matthew,test_id,0.2542372881355932,-0.1017713737016261,False
hurricane-matthew_00000250,hurricane-matthew,train,1.0,-0.05592735241481123,False
hurricane-matthew_00000252,hurricane-matthew,train,0.3333333333333333,0.0616063354236721,False
hurricane-matthew_00000258,hurricane-matthew,test_id,,0.34460267556525054,False
hurricane-matthew_00000261,hurricane-matthew,train,0.4166666666666667,0.21552687122431347,False
hurricane-matthew_00000262,hurricane-matthew,test_id,0.7857142857142857,0.15905658411637896,False
hurricane-matthew_00000263,hurricane-matthew,val,0.0,0.06844006882773346,False
hurricane-matthew_00000266,hurricane-matthew,test_id,0.2413793103448276,-0.03634399180706386,False
hurricane-matthew_00000267,hurricane-matthew,test_id,0.2962962962962963,-0.015825825588713573,False
hurricane-matthew_00000268,hurricane-matthew,train,0.3,-0.0630068436295299,False
hurricane-matthew_00000282,hurricane-matthew,test_id,0.0,-0.14114467996232705,False
hurricane-matthew_00000286,hurricane-matthew,test_id,0.0,-0.09906366337442313,False
hurricane-matthew_00000288,hurricane-matthew,test_id,0.4666666666666667,-0.07153766903224687,False
hurricane-matthew_00000289,hurricane-matthew,train,0.29411764705882354,-0.3192206834580605,False
hurricane-matthew_00000290,hurricane-matthew,test_id,0.4166666666666667,-0.2644470979181843,False
hurricane-matthew_00000292,hurricane-matthew,test_id,0.2222222222222222,-0.04090866788363745,False
hurricane-matthew_00000293,hurricane-matthew,train,0.203125,-0.19307500223863394,False
hurricane-matthew_00000294,hurricane-matthew,test_id,0.2857142857142857,0.13619051970836657,False
hurricane-matthew_00000297,hurricane-matthew,test_id,0.042328042328042326,-0.436209172655391,False
hurricane-matthew_00000305,hurricane-matthew,train,0.2222222222222222,-0.05028299145507889,False
hurricane-matthew_00000316,hurricane-matthew,train,0.29508196721311475,-0.06813083680651891,False
hurricane-matthew_00000325,hurricane-matthew,test_id,0.3076923076923077,0.13545792150183475,False
hurricane-matthew_00000327,hurricane-matthew,test_id,0.23684210526315788,0.06242294572448283,False
hurricane-matthew_00000328,hurricane-matthew,val,0.06451612903225806,-0.3014294604653772,False
hurricane-matthew_00000329,hurricane-matthew,train,0.1935483870967742,0.20601165527544935,False
hurricane-matthew_00000330,hurricane-matthew,test_id,0.7,-0.03864333819799548,False
hurricane-matthew_00000332,hurricane-matthew,val,,-0.2982430455338257,False
hurricane-matthew_00000333,hurricane-matthew,test_id,0.4,-0.00030584063775407344,False
hurricane-matthew_00000336,hurricane-matthew,train,0.2631578947368421,0.2954918450358906,False
hurricane-matthew_00000353,hurricane-matthew,train,0.2112676056338028,-0.28610998052151987,False
hurricane-matthew_00000354,hurricane-matthew,train,0.2727272727272727,-0.023082509593155026,False
hurricane-matthew_00000370,hurricane-matthew,train,,0.04877853972190972,False
hurricane-matthew_00000371,hurricane-matthew,test_id,0.4583333333333333,-0.21311719287718892,False
hurricane-matthew_00000373,hurricane-matthew,train,0.22627737226277372,-0.2809158323797064,False
hurricane-matthew_00000377,hurricane-matthew,test_id,0.2,0.28059166572725014,False
hurricane-matthew_00000382,hurricane-matthew,test_id,0.0,-0.0825206481924942,False
hurricane-matthew_00000399,hurricane-matthew,train,0.0547945205479452,-0.14157820622212747,False
hurricane-michael_00000008,hurricane-michael,val,0.0,-0.26279587702519946,False
hurricane-michael_00000025,hurricane-michael,train,,0.09723885663040116,False
hurricane-michael_00000027,hurricane-michael,test_id,0.0,-0.024267796248013215,False
hurricane-michael_00000031,hurricane-michael,test_id,0.0,-0.4702487845001164,False
hurricane-michael_00000051,hurricane-michael,val,0.0,-0.25386056775112587,False
hurricane-michael_00000065,hurricane-michael,test_id,0.0,-0.30737899373997374,False
hurricane-michael_00000120,hurricane-michael,val,0.0847457627118644,-0.8124796614872662,False
hurricane-michael_00000125,hurricane-michael,train,0.0,-0.3313887874904958,False
hurricane-michael_00000153,hurricane-michael,val,0.0,-0.3054017616590202,False
hurricane-michael_00000189,hurricane-michael,train,0.0,-0.3332352009525922,False
hurricane-michael_00000191,hurricane-michael,test_id,0.0,-0.29314497426822306,False
hurricane-michael_00000199,hurricane-michael,train,0.0,-0.2641592629646778,False
hurricane-michael_00000209,hurricane-michael,test_id,0.0,-0.32828075579550886,False
hurricane-michael_00000217,hurricane-michael,val,0.0,-0.48944971865476394,False
hurricane-michael_00000219,hurricane-michael,val,0.0,-0.5274960732294629,False
hurricane-michael_00000244,hurricane-michael,val,,0.5240568705350851,False
hurricane-michael_00000266,hurricane-michael,train,0.0,-0.3613788268335276,False
hurricane-michael_00000277,hurricane-michael,test_id,0.0,-0.4142227433547749,False
hurricane-michael_00000303,hurricane-michael,train,0.007874015748031496,-0.4499978634678516,False
hurricane-michael_00000314,hurricane-michael,test_id,0.0,-0.24917588439491065,False
hurricane-michael_00000347,hurricane-michael,val,0.0,-0.6293675023618716,False
hurricane-michael_00000350,hurricane-michael,test_id,0.0,-0.4863942290743328,False
hurricane-michael_00000375,hurricane-michael,test_id,,0.5709866447521923,False
hurricane-michael_00000381,hurricane-michael,test_id,,-0.5702045539777094,False
hurricane-michael_00000394,hurricane-michael,test_id,0.0072992700729927005,-0.49492375487953705,False
hurricane-michael_00000405,hurricane-michael,train,0.0,-0.31386402998379825,False
hurricane-michael_00000418,hurricane-michael,test_id,0.0,-0.3373430635100566,False
hurricane-michael_00000425,hurricane-michael,test_id,0.0,-0.18108683407366277,False
hurricane-michael_00000429,hurricane-michael,test_id,0.0,-0.3214237552849851,False
hurricane-michael_00000451,hurricane-michael,train,0.06097560975609756,-0.48930416715723096,False
hurricane-michael_00000459,hurricane-michael,test_id,0.0,-0.24791061070850798,False
hurricane-michael_00000486,hurricane-michael,val,0.0,0.0249273302708842,False
hurricane-michael_00000501,hurricane-michael,val,0.0,-0.17472408406566617,False
hurricane-michael_00000508,hurricane-michael,test_id,0.0,-0.2758953293908465,False
hurricane-michael_00000516,hurricane-michael,train,0.012048192771084338,-0.43101413040430714,False
hurricane-michael_00000519,hurricane-michael,train,0.0,-0.44125472697814105,False
hurricane-michael_00000549,hurricane-michael,val,0.0,-0.17725443284004383,False
joplin-tornado_00000001,joplin-tornado,train,0.04040404040404041,-0.28494069806938754,False
joplin-tornado_00000003,joplin-tornado,train,0.03067484662576687,-0.3785689004973219,False
joplin-tornado_00000008,joplin-tornado,train,0.046511627906976744,-0.16391387078365593,False
joplin-tornado_00000015,joplin-tornado,train,0.36363636363636365,-0.04463961128411714,False
joplin-tornado_00000023,joplin-tornado,val,0.0,-0.3438960221423594,False
joplin-tornado_00000028,joplin-tornado,train,0.0,-0.3265132597191182,False
joplin-tornado_00000036,joplin-tornado,val,0.07829181494661921,-0.3149826474062579,False
joplin-tornado_00000040,joplin-tornado,train,0.05970149253731343,-0.4015269387540337,False
joplin-tornado_00000051,joplin-tornado,train,0.14705882352941177,-0.34298387614214126,False
joplin-tornado_00000066,joplin-tornado,train,0.0,-0.07097398214274503,False
joplin-tornado_00000085,joplin-tornado,val,0.2,0.3430197057105705,False
joplin-tornado_00000119,joplin-tornado,val,0.15,0.018141635640736342,False
lower-puna-volcano_00000003,lower-puna-volcano,val,,0.15959461099609906,False
lower-puna-volcano_00000008,lower-puna-volcano,train,0.36363636363636365,0.31153347182766705,False
lower-puna-volcano_00000013,lower-puna-volcano,val,,0.2734281580111355,False
lower-puna-volcano_00000029,lower-puna-volcano,train,0.2,0.45702020323143583,False
lower-puna-volcano_00000044,lower-puna-volcano,train,0.5833333333333334,0.1844708795320286,False
lower-puna-volcano_00000055,lower-puna-volcano,train,0.2222222222222222,0.3373265638119287,False
lower-puna-volcano_00000060,lower-puna-volcano,train,0.24561403508771928,0.2837804188931627,False
lower-puna-volcano_00000068,lower-puna-volcano,train,0.06896551724137931,0.5559319243360498,False
lower-puna-volcano_00000072,lower-puna-volcano,train,0.2,0.37121361664779484,False
lower-puna-volcano_00000082,lower-puna-volcano,train,0.21428571428571427,0.1900571744068389,False
lower-puna-volcano_00000083,lower-puna-volcano,train,0.5,-0.19600217817902907,False
lower-puna-volcano_00000085,lower-puna-volcano,val,,-0.20109711039360773,False
lower-puna-volcano_00000094,lower-puna-volcano,train,0.08333333333333333,0.3748125610647507,False
lower-puna-volcano_00000095,lower-puna-volcano,train,0.08823529411764706,0.27317970090790805,False
lower-puna-volcano_00000096,lower-puna-volcano,train,1.0,3.1323288180387743,True
lower-puna-volcano_00000102,lower-puna-volcano,val,,-0.1019086642684563,False
lower-puna-volcano_00000105,lower-puna-volcano,train,0.26666666666666666,0.35325903689395377,False
lower-puna-volcano_00000114,lower-puna-volcano,train,0.35294117647058826,0.19959169382953282,False
lower-puna-volcano_00000116,lower-puna-volcano,val,,-0.19184631680570682,False
lower-puna-volcano_00000120,lower-puna-volcano,train,0.6363636363636364,-0.5604835654787577,False
lower-puna-volcano_00000122,lower-puna-volcano,train,0.375,0.34608014773120127,False
lower-puna-volcano_00000127,lower-puna-volcano,train,0.25,0.4344381577667351,False
lower-puna-volcano_00000129,lower-puna-volcano,train,0.6666666666666666,-0.6160915329390196,False
lower-puna-volcano_00000133,lower-puna-volcano,train,0.23529411764705882,0.43577676278390437,False
lower-puna-volcano_00000139,lower-puna-volcano,train,0.64,-0.3433293403757323,False
lower-puna-volcano_00000146,lower-puna-volcano,train,0.3103448275862069,0.2616420625545955,False
lower-puna-volcano_00000159,lower-puna-volcano,train,,0.0751839498270262,False
lower-puna-volcano_00000160,lower-puna-volcano,val,0.0,0.8169812099383416,False
lower-puna-volcano_00000164,lower-puna-volcano,train,,0.11741849972192756,False
lower-puna-volcano_00000168,lower-puna-volcano,train,0.24,-0.1939231617531797,False
lower-puna-volcano_00000169,lower-puna-volcano,train,0.3448275862068966,0.28329660050907546,False
lower-puna-volcano_00000170,lower-puna-volcano,val,,0.36829873471063035,False
lower-puna-volcano_00000175,lower-puna-volcano,val,0.75,-0.5198355577263449,False
lower-puna-volcano_00000179,lower-puna-volcano,train,0.2608695652173913,0.4757743338200202,False
lower-puna-volcano_00000181,lower-puna-volcano,train,0.3181818181818182,-0.22624094038118214,False
lower-puna-volcano_00000182,lower-puna-volcano,val,0.3235294117647059,0.608524467836193,False
lower-puna-volcano_00000187,lower-puna-volcano,val,0.03125,0.26334608190836567,False
lower-puna-volcano_00000201,lower-puna-volcano,train,0.2692307692307692,0.335471255191673,False
lower-puna-volcano_00000204,lower-puna-volcano,train,0.20689655172413793,0.22156530480501763,False
lower-puna-volcano_00000205,lower-puna-volcano,train,,0.35910503012354067,False
lower-puna-volcano_00000212,lower-puna-volcano,train,,0.6337493125281077,False
lower-puna-volcano_00000232,lower-puna-volcano,train,0.38095238095238093,-0.2214154666183376,False
lower-puna-volcano_00000239,lower-puna-volcano,train,0.25,0.3421678668748674,False
lower-puna-volcano_00000249,lower-puna-volcano,val,0.0,0.7592268800433377,False
lower-puna-volcano_00000260,lower-puna-volcano,train,0.3333333333333333,0.43474301949963196,False
lower-puna-volcano_00000265,lower-puna-volcano,val,,0.24534908493393118,False
lower-puna-volcano_00000270,lower-puna-volcano,train,0.39215686274509803,0.12141926872014264,False
lower-puna-volcano_00000276,lower-puna-volcano,train,,0.5522785123604059,False
lower-puna-volcano_00000290,lower-puna-volcano,train,0.2,0.38028756916968603,False
mexico-earthquake_00000022,mexico-earthquake,test_id,0.008849557522123894,-0.07240996280063096,False
mexico-earthquake_00000086,mexico-earthquake,val,0.0,-0.5505616615717579,False
mexico-earthquake_00000120,mexico-earthquake,val,0.0,-0.2560934115801051,False
mexico-earthquake_00000145,mexico-earthquake,test_id,0.09302325581395349,0.3216018627437634,False
mexico-earthquake_00000147,mexico-earthquake,test_id,0.0,-0.455701244521887,False
mexico-earthquake_00000155,mexico-earthquake,train,,0.6484451382409628,False
mexico-earthquake_00000156,mexico-earthquake,test_id,0.0,-0.2088576732926645,False
mexico-earthquake_00000176,mexico-earthquake,train,0.6190476190476191,0.040421616555674944,False
mexico-earthquake_00000184,mexico-earthquake,train,0.0,-0.5334809100129545,False
midwest-flooding_00000006,midwest-flooding,test_id,,-0.07480130263812651,False
midwest-flooding_00000021,midwest-flooding,val,,0.13921321912217657,False
midwest-flooding_00000045,midwest-flooding,test_id,0.0,-0.15767288646821603,False
midwest-flooding_00000068,midwest-flooding,val,0.0,0.04653571863873619,False
midwest-flooding_00000082,midwest-flooding,val,,0.20693322038540973,False
midwest-flooding_00000089,midwest-flooding,test_id,,0.13882455697761864,False
midwest-flooding_00000092,midwest-flooding,test_id,,-0.3927884311351788,False
midwest-flooding_00000094,midwest-flooding,test_id,,0.16416857258352413,False
midwest-flooding_00000099,midwest-flooding,train,,-0.12931104816870453,False
midwest-flooding_00000122,midwest-flooding,test_id,0.35714285714285715,-0.022563037084187283,False
midwest-flooding_00000125,midwest-flooding,train,,-0.168369277553432,False
midwest-flooding_00000218,midwest-flooding,test_id,,-0.08418444915443268,False
midwest-flooding_00000224,midwest-flooding,test_id,,-0.09716111636747156,False
midwest-flooding_00000244,midwest-flooding,train,0.23076923076923078,-0.14710465022979763,False
midwest-flooding_00000273,midwest-flooding,val,,0.06554328222673646,False
midwest-flooding_00000285,midwest-flooding,train,0.26666666666666666,0.003866766390913018,False
midwest-flooding_00000291,midwest-flooding,test_id,0.06666666666666667,0.22370043446570304,False
midwest-flooding_00000293,midwest-flooding,train,,-0.536432749793197,False
midwest-flooding_00000295,midwest-flooding,test_id,0.025,-0.3051928643313167,False
midwest-flooding_00000298,midwest-flooding,test_id,0.35714285714285715,-0.2493031572975506,False
midwest-flooding_00000307,midwest-flooding,test_id,0.0,-0.09919813705307684,False
midwest-flooding_00000336,midwest-flooding,test_id,0.0,-0.29967092458441774,False
midwest-flooding_00000339,midwest-flooding,train,0.2,0.03728928289636119,False
midwest-flooding_00000347,midwest-flooding,train,0.0,-0.2670156784306304,False
midwest-flooding_00000349,midwest-flooding,test_id,0.0,-0.0114790272681842,False
midwest-flooding_00000364,midwest-flooding,test_id,,-0.3464216424136247,False
midwest-flooding_00000403,midwest-flooding,train,0.2,0.009846971871540683,False
midwest-flooding_00000417,midwest-flooding,train,0.0,-0.015518927000771444,False
midwest-flooding_00000418,midwest-flooding,val,,-0.44519530406512475,False
midwest-flooding_00000419,midwest-flooding,test_id,,0.08069499189807239,False
moore-tornado_00000010,moore-tornado,val,,0.19917018194163377,False
