scene_id,disaster,split,size,mode,brightness,contrast,dark_fraction,bright_fraction,edge_density,flag
hurricane-harvey_00000181,hurricane-harvey,test_id,1024x1024,RGB,0.2875454,0.08841994,0.0,3.719329833984375e-05,7.034668922424316,False
hurricane-harvey_00000182,hurricane-harvey,test_id,1024x1024,RGB,0.3675076,0.16609968,0.15561866760253906,0.0,5.198551177978516,False
hurricane-harvey_00000209,hurricane-harvey,test_id,1024x1024,RGB,0.31129545,0.121472746,0.0,6.961822509765625e-05,7.4386491775512695,False
hurricane-harvey_00000219,hurricane-harvey,test_id,1024x1024,RGB,0.23622878,0.085736714,0.0,0.0,6.831212043762207,False
hurricane-harvey_00000225,hurricane-harvey,test_id,1024x1024,RGB,0.3616814,0.1504471,0.0,0.0007915496826171875,5.5656938552856445,False
hurricane-harvey_00000234,hurricane-harvey,test_id,1024x1024,RGB,0.28672475,0.17906603,0.20697498321533203,0.0,4.6533050537109375,False
hurricane-harvey_00000236,hurricane-harvey,test_id,1024x1024,RGB,0.32202834,0.095493585,0.0,3.24249267578125e-05,6.385027885437012,False
hurricane-harvey_00000252,hurricane-harvey,test_id,1024x1024,RGB,0.29231519,0.08058304,0.0,1.239776611328125e-05,6.505279541015625,False
hurricane-harvey_00000282,hurricane-harvey,test_id,1024x1024,RGB,0.4510898,0.18931237,0.0,0.0,4.457262992858887,False
hurricane-harvey_00000294,hurricane-harvey,test_id,1024x1024,RGB,0.2853143,0.16101448,0.0,0.0,4.484964847564697,False
hurricane-harvey_00000321,hurricane-harvey,test_id,1024x1024,RGB,0.4544767,0.10218662,0.0,9.5367431640625e-07,5.531325817108154,False
hurricane-harvey_00000404,hurricane-harvey,test_id,1024x1024,RGB,0.30741298,0.0844799,0.0,2.86102294921875e-06,7.014638423919678,False
hurricane-harvey_00000405,hurricane-harvey,test_id,1024x1024,RGB,0.39325014,0.21103893,0.0,1.621246337890625e-05,9.540016174316406,False
hurricane-harvey_00000424,hurricane-harvey,test_id,1024x1024,RGB,0.33992764,0.13648424,0.0,3.719329833984375e-05,7.3164520263671875,False
hurricane-harvey_00000428,hurricane-harvey,test_id,1024x1024,RGB,0.37082154,0.18734044,0.053948402404785156,0.00016880035400390625,7.828470230102539,False
hurricane-harvey_00000479,hurricane-harvey,test_id,1024x1024,RGB,0.31958476,0.10698492,0.0,4.1961669921875e-05,7.8313751220703125,False
hurricane-matthew_00000019,hurricane-matthew,test_id,1024x1024,RGB,0.33496758,0.07118243,0.0,3.814697265625e-06,5.069827079772949,False
hurricane-matthew_00000022,hurricane-matthew,test_id,1024x1024,RGB,0.35641128,0.0652339,1.9073486328125e-06,9.1552734375e-05,5.3563032150268555,False
hurricane-matthew_00000025,hurricane-matthew,test_id,1024x1024,RGB,0.34065354,0.058653127,0.0,3.814697265625e-05,5.031178951263428,False
hurricane-matthew_00000036,hurricane-matthew,test_id,1024x1024,RGB,0.28887308,0.1853878,0.22294044494628906,0.0007295608520507812,5.892584800720215,False
hurricane-matthew_00000037,hurricane-matthew,test_id,1024x1024,RGB,0.43104726,0.14059119,1.9073486328125e-05,0.0008144378662109375,11.150850296020508,False
hurricane-matthew_00000047,hurricane-matthew,test_id,1024x1024,RGB,0.34818265,0.08278879,0.0,2.765655517578125e-05,6.42485237121582,False
hurricane-matthew_00000061,hurricane-matthew,test_id,1024x1024,RGB,0.34663153,0.08948107,0.0,0.00020885467529296875,6.424376010894775,False
hurricane-matthew_00000111,hurricane-matthew,test_id,1024x1024,RGB,0.30375174,0.07244731,0.0,9.5367431640625e-07,13.082682609558105,False
hurricane-matthew_00000150,hurricane-matthew,test_id,1024x1024,RGB,0.30710268,0.070990846,0.0,3.719329833984375e-05,12.893692016601562,False
hurricane-matthew_00000160,hurricane-matthew,test_id,1024x1024,RGB,0.32223496,0.08451745,0.0,0.0001506805419921875,12.505640029907227,False
hurricane-matthew_00000199,hurricane-matthew,test_id,1024x1024,RGB,0.24235937,0.062165108,9.5367431640625e-07,8.58306884765625e-06,11.093710899353027,False
hurricane-matthew_00000210,hurricane-matthew,test_id,1024x1024,RGB,0.3460338,0.09342307,9.5367431640625e-07,4.38690185546875e-05,14.571847915649414,False
hurricane-matthew_00000224,hurricane-matthew,test_id,1024x1024,RGB,0.32898977,0.11431074,9.5367431640625e-07,0.0001888275146484375,14.894168853759766,False
hurricane-matthew_00000236,hurricane-matthew,test_id,1024x1024,RGB,0.31681257,0.09801453,1.9073486328125e-06,0.00030994415283203125,15.328374862670898,False
hurricane-matthew_00000246,hurricane-matthew,test_id,1024x1024,RGB,0.17820194,0.0486084,0.0,0.0,4.630030632019043,False
hurricane-matthew_00000247,hurricane-matthew,test_id,1024x1024,RGB,0.3260702,0.10310932,9.5367431640625e-07,0.000141143798828125,13.299447059631348,False
hurricane-matthew_00000262,hurricane-matthew,test_id,1024x1024,RGB,0.25721878,0.07452667,9.5367431640625e-07,6.008148193359375e-05,5.389481544494629,False
hurricane-matthew_00000266,hurricane-matthew,test_id,1024x1024,RGB,0.27539924,0.085659385,2.86102294921875e-06,5.7220458984375e-06,6.244467735290527,False
hurricane-matthew_00000267,hurricane-matthew,test_id,1024x1024,RGB,0.2907317,0.0769088,0.0,1.049041748046875e-05,14.77464771270752,False
hurricane-matthew_00000288,hurricane-matthew,test_id,1024x1024,RGB,0.30852386,0.0938043,0.0,0.0001888275146484375,14.999412536621094,False
hurricane-matthew_00000290,hurricane-matthew,test_id,1024x1024,RGB,0.30097908,0.071260884,5.7220458984375e-06,7.724761962890625e-05,12.446554183959961,False
hurricane-matthew_00000292,hurricane-matthew,test_id,1024x1024,RGB,0.2622138,0.04498093,0.0,0.0,6.2189412117004395,False
hurricane-matthew_00000294,hurricane-matthew,test_id,1024x1024,RGB,0.26089543,0.068254516,0.0,1.9073486328125e-06,11.090038299560547,False
hurricane-matthew_00000304,hurricane-matthew,test_id,1024x1024,RGB,0.2946312,0.05998458,0.0,0.0,10.815279960632324,False
hurricane-matthew_00000325,hurricane-matthew,test_id,1024x1024,RGB,0.2525704,0.06657367,0.0,1.9073486328125e-06,5.666511058807373,False
hurricane-matthew_00000327,hurricane-matthew,test_id,1024x1024,RGB,0.39035597,0.11321319,2.86102294921875e-06,6.4849853515625e-05,11.652976989746094,False
hurricane-matthew_00000330,hurricane-matthew,test_id,1024x1024,RGB,0.16033787,0.13917299,0.3725252151489258,2.288818359375e-05,3.3585236072540283,False
hurricane-matthew_00000333,hurricane-matthew,test_id,1024x1024,RGB,0.1717114,0.14939493,0.3773221969604492,2.86102294921875e-06,3.086785316467285,False
hurricane-matthew_00000352,hurricane-matthew,test_id,1024x1024,RGB,0.20305847,0.179433,0.40178680419921875,0.00029850006103515625,4.902292728424072,False
hurricane-matthew_00000371,hurricane-matthew,test_id,1024x1024,RGB,0.3064627,0.07322608,3.814697265625e-06,2.288818359375e-05,9.97297477722168,False
hurricane-matthew_00000377,hurricane-matthew,test_id,1024x1024,RGB,0.39368102,0.0999196,0.0,0.00031566619873046875,10.012378692626953,False
hurricane-michael_00000006,hurricane-michael,test_id,1024x1024,RGB,0.32657787,0.12663178,9.5367431640625e-07,0.001422882080078125,8.989788055419922,False
hurricane-michael_00000037,hurricane-michael,test_id,1024x1024,RGB,0.3870966,0.15187983,0.0,0.0,10.910526275634766,False
hurricane-michael_00000161,hurricane-michael,test_id,1024x1024,RGB,0.3461198,0.12047132,0.0,0.00010585784912109375,9.391790390014648,False
hurricane-michael_00000372,hurricane-michael,test_id,1024x1024,RGB,0.3407592,0.11442998,0.0016069412231445312,0.0009975433349609375,9.022700309753418,False
hurricane-michael_00000382,hurricane-michael,test_id,1024x1024,RGB,0.31239885,0.102949984,0.0,8.7738037109375e-05,8.990645408630371,False
mexico-earthquake_00000106,mexico-earthquake,test_id,1024x1024,RGB,0.2588365,0.053478207,0.0,0.0,5.536381721496582,False
mexico-earthquake_00000123,mexico-earthquake,test_id,1024x1024,RGB,0.45865232,0.09604428,0.0,0.00021839141845703125,9.295461654663086,False
mexico-earthquake_00000147,mexico-earthquake,test_id,1024x1024,RGB,0.34243077,0.10733995,0.0,3.4332275390625e-05,9.930442810058594,False
midwest-flooding_00000112,midwest-flooding,test_id,1024x1024,RGB,0.29492095,0.081318386,0.0,0.0003223419189453125,8.083211898803711,False
midwest-flooding_00000122,midwest-flooding,test_id,1024x1024,RGB,0.23918657,0.08210836,0.0,2.384185791015625e-05,10.53115463256836,False
midwest-flooding_00000128,midwest-flooding,test_id,1024x1024,RGB,0.27203855,0.1415319,0.0,0.00043010711669921875,13.18783187866211,False
midwest-flooding_00000184,midwest-flooding,test_id,1024x1024,RGB,0.30808297,0.07059786,1.9073486328125e-06,9.5367431640625e-07,11.667935371398926,False
midwest-flooding_00000210,midwest-flooding,test_id,1024x1024,RGB,0.30433708,0.06442467,0.0,1.1444091796875e-05,7.2327880859375,False
midwest-flooding_00000232,midwest-flooding,test_id,1024x1024,RGB,0.13939007,0.14137939,0.4524955749511719,0.0005245208740234375,6.0813140869140625,False
midwest-flooding_00000298,midwest-flooding,test_id,1024x1024,RGB,0.21839571,0.07957329,2.86102294921875e-06,0.00046825408935546875,8.830575942993164,False
midwest-flooding_00000363,midwest-flooding,test_id,1024x1024,RGB,0.27598092,0.11005929,9.5367431640625e-07,0.0,12.124466896057129,False
palu-tsunami_00000012,palu-tsunami,test_id,1024x1024,RGB,0.31913242,0.12039831,1.9073486328125e-06,0.00041294097900390625,8.66943359375,False
palu-tsunami_00000144,palu-tsunami,test_id,1024x1024,RGB,0.40192446,0.120285936,1.52587890625e-05,0.00043582916259765625,7.786391258239746,False
palu-tsunami_00000172,palu-tsunami,test_id,1024x1024,RGB,0.37558967,0.1461118,0.004000663757324219,0.0023365020751953125,9.223308563232422,False
pinery-bushfire_00000009,pinery-bushfire,test_ood,1024x1024,RGB,0.3770196,0.11166981,1.9073486328125e-06,0.0002288818359375,10.881147384643555,False
pinery-bushfire_00000012,pinery-bushfire,test_ood,1024x1024,RGB,0.5133442,0.06650768,0.0,0.0,6.597856521606445,False
pinery-bushfire_00000025,pinery-bushfire,test_ood,1024x1024,RGB,0.38482827,0.06665674,7.62939453125e-06,0.00042438507080078125,7.218603134155273,False
pinery-bushfire_00000032,pinery-bushfire,test_ood,1024x1024,RGB,0.33074582,0.085483745,3.0517578125e-05,0.0005207061767578125,9.533975601196289,False
pinery-bushfire_00000043,pinery-bushfire,test_ood,1024x1024,RGB,0.403774,0.15538824,2.86102294921875e-06,0.00010395050048828125,15.69957447052002,False
pinery-bushfire_00000053,pinery-bushfire,test_ood,1024x1024,RGB,0.37763295,0.09073415,5.7220458984375e-06,0.0008211135864257812,10.3004150390625,False
pinery-bushfire_00000066,pinery-bushfire,test_ood,1024x1024,RGB,0.336527,0.04158133,0.0,0.0,7.194846153259277,False
pinery-bushfire_00000073,pinery-bushfire,test_ood,1024x1024,RGB,0.46654966,0.13893557,0.0,2.002716064453125e-05,7.985474109649658,False
pinery-bushfire_00000127,pinery-bushfire,test_ood,1024x1024,RGB,0.43517277,0.15376653,2.09808349609375e-05,3.0517578125e-05,14.160663604736328,False
pinery-bushfire_00000134,pinery-bushfire,test_ood,1024x1024,RGB,0.40468556,0.11725565,0.0,3.0517578125e-05,10.135051727294922,False
pinery-bushfire_00000142,pinery-bushfire,test_ood,1024x1024,RGB,0.39751002,0.1738391,0.00035572052001953125,0.0,12.201981544494629,False
pinery-bushfire_00000146,pinery-bushfire,test_ood,1024x1024,RGB,0.37381485,0.1267832,0.0,0.0,10.045439720153809,False
pinery-bushfire_00000147,pinery-bushfire,test_ood,1024x1024,RGB,0.34728765,0.109652705,0.0,0.0,8.599267959594727,False
pinery-bushfire_00000149,pinery-bushfire,test_ood,1024x1024,RGB,0.33143145,0.065419845,0.0,0.0,7.992450714111328,False
pinery-bushfire_00000210,pinery-bushfire,test_ood,1024x1024,RGB,0.36304513,0.10647809,1.621246337890625e-05,0.0011453628540039062,10.237951278686523,False
pinery-bushfire_00000212,pinery-bushfire,test_ood,1024x1024,RGB,0.30325863,0.02071895,0.0,0.0,6.027608871459961,False
pinery-bushfire_00000215,pinery-bushfire,test_ood,1024x1024,RGB,0.44520336,0.105333775,0.0,0.0,6.901118278503418,False
pinery-bushfire_00000265,pinery-bushfire,test_ood,1024x1024,RGB,0.29018226,0.08292793,0.0,3.814697265625e-05,8.666146278381348,False
pinery-bushfire_00000273,pinery-bushfire,test_ood,1024x1024,RGB,0.34460893,0.08462977,0.0,0.0,11.607487678527832,False
pinery-bushfire_00000298,pinery-bushfire,test_ood,1024x1024,RGB,0.30245474,0.06410135,0.0,0.0,8.97987174987793,False
pinery-bushfire_00000318,pinery-bushfire,test_ood,1024x1024,RGB,0.34042597,0.048743106,0.0,0.0,12.358935356140137,False
pinery-bushfire_00000322,pinery-bushfire,test_ood,1024x1024,RGB,0.2943134,0.03988938,0.0,0.0,8.841808319091797,False
pinery-bushfire_00000323,pinery-bushfire,test_ood,1024x1024,RGB,0.49099022,0.11332386,0.0,0.00012111663818359375,14.762118339538574,False
pinery-bushfire_00000335,pinery-bushfire,test_ood,1024x1024,RGB,0.37989855,0.09663874,0.0,0.0007867813110351562,11.114677429199219,False
pinery-bushfire_00000395,pinery-bushfire,test_ood,1024x1024,RGB,0.35461572,0.047890317,0.0,0.0,8.367408752441406,False
pinery-bushfire_00000431,pinery-bushfire,test_ood,1024x1024,RGB,0.41300818,0.10431658,1.1444091796875e-05,0.00038242340087890625,11.042280197143555,False
pinery-bushfire_00000444,pinery-bushfire,test_ood,1024x1024,RGB,0.33365497,0.109661415,1.9073486328125e-06,0.0007810592651367188,9.17279052734375,False
pinery-bushfire_00000446,pinery-bushfire,test_ood,1024x1024,RGB,0.33494166,0.09304369,0.0,9.5367431640625e-07,8.915458679199219,False
pinery-bushfire_00000462,pinery-bushfire,test_ood,1024x1024,RGB,0.42513895,0.16024368,9.5367431640625e-07,3.337860107421875e-05,14.446874618530273,False
pinery-bushfire_00000499,pinery-bushfire,test_ood,1024x1024,RGB,0.3299697,0.09597489,0.0,0.0,8.247026443481445,False
pinery-bushfire_00000527,pinery-bushfire,test_ood,1024x1024,RGB,0.48934892,0.057813983,0.0,0.0,11.25044059753418,False
pinery-bushfire_00000548,pinery-bushfire,test_ood,1024x1024,RGB,0.29982102,0.03383636,0.0,0.0,6.651997089385986,False
pinery-bushfire_00000556,pinery-bushfire,test_ood,1024x1024,RGB,0.288781,0.064057834,0.0,2.86102294921875e-06,7.583172798156738,False
pinery-bushfire_00000559,pinery-bushfire,test_ood,1024x1024,RGB,0.32631484,0.0913191,1.1444091796875e-05,0.00018978118896484375,7.754206657409668,False
pinery-bushfire_00000562,pinery-bushfire,test_ood,1024x1024,RGB,0.35091737,0.07367754,9.5367431640625e-07,5.53131103515625e-05,4.709380149841309,False
pinery-bushfire_00000568,pinery-bushfire,test_ood,1024x1024,RGB,0.32702613,0.043608077,2.956390380859375e-05,9.822845458984375e-05,7.081716060638428,False
pinery-bushfire_00000583,pinery-bushfire,test_ood,1024x1024,RGB,0.38310555,0.16125228,0.0,0.000652313232421875,12.935609817504883,False
pinery-bushfire_00000595,pinery-bushfire,test_ood,1024x1024,RGB,0.36033407,0.05969623,0.0,0.0,5.091264724731445,False
pinery-bushfire_00000609,pinery-bushfire,test_ood,1024x1024,RGB,0.34437814,0.05866155,0.0,0.0,5.8434157371521,False
pinery-bushfire_00000612,pinery-bushfire,test_ood,1024x1024,RGB,0.41409847,0.11954131,0.0,0.0,11.835012435913086,False
pinery-bushfire_00000613,pinery-bushfire,test_ood,1024x1024,RGB,0.39043185,0.19966227,0.0,0.006241798400878906,8.937652587890625,False
pinery-bushfire_00000623,pinery-bushfire,test_ood,1024x1024,RGB,0.34533107,0.16075496,0.0,0.0,11.265953063964844,False
pinery-bushfire_00000640,pinery-bushfire,test_ood,1024x1024,RGB,0.43603042,0.11372241,3.62396240234375e-05,0.0016307830810546875,12.406078338623047,False
pinery-bushfire_00000648,pinery-bushfire,test_ood,1024x1024,RGB,0.31750733,0.08487638,0.0,0.00023746490478515625,5.412033557891846,False
pinery-bushfire_00000650,pinery-bushfire,test_ood,1024x1024,RGB,0.42078426,0.08884796,0.0,0.0,6.535597801208496,False
pinery-bushfire_00000656,pinery-bushfire,test_ood,1024x1024,RGB,0.3268649,0.13477007,0.0,1.52587890625e-05,10.758132934570312,False
pinery-bushfire_00000660,pinery-bushfire,test_ood,1024x1024,RGB,0.59428006,0.054702308,0.0,0.0,7.944170951843262,False
pinery-bushfire_00000668,pinery-bushfire,test_ood,1024x1024,RGB,0.35732046,0.099861786,0.0,0.0004062652587890625,10.141117095947266,False
pinery-bushfire_00000675,pinery-bushfire,test_ood,1024x1024,RGB,0.407995,0.09965604,0.0,4.00543212890625e-05,9.518631935119629,False
pinery-bushfire_00000700,pinery-bushfire,test_ood,1024x1024,RGB,0.3907744,0.05895364,0.0,0.0,7.4841461181640625,False
pinery-bushfire_00000707,pinery-bushfire,test_ood,1024x1024,RGB,0.36442363,0.109551184,4.76837158203125e-06,0.0001811981201171875,10.928024291992188,False
pinery-bushfire_00000729,pinery-bushfire,test_ood,1024x1024,RGB,0.33257714,0.1271825,0.0,0.0,10.915846824645996,False
pinery-bushfire_00000756,pinery-bushfire,test_ood,1024x1024,RGB,0.5175047,0.0710629,0.0,0.0,7.44589900970459,False
pinery-bushfire_00000782,pinery-bushfire,test_ood,1024x1024,RGB,0.37883827,0.1460133,0.0,0.0023584365844726562,10.474181175231934,False
pinery-bushfire_00000789,pinery-bushfire,test_ood,1024x1024,RGB,0.34104362,0.08865142,9.5367431640625e-07,0.0024232864379882812,4.833461761474609,False
pinery-bushfire_00000800,pinery-bushfire,test_ood,1024x1024,RGB,0.32993022,0.059776906,9.5367431640625e-07,1.811981201171875e-05,8.998790740966797,False
pinery-bushfire_00000815,pinery-bushfire,test_ood,1024x1024,RGB,0.34372705,0.058808845,0.0,0.0,9.774637222290039,False
pinery-bushfire_00000817,pinery-bushfire,test_ood,1024x1024,RGB,0.3565767,0.034168355,0.0,0.0,3.577854633331299,False
pinery-bushfire_00000846,pinery-bushfire,test_ood,1024x1024,RGB,0.37369493,0.09866555,6.67572021484375e-06,0.00122833251953125,7.709877967834473,False
pinery-bushfire_00000849,pinery-bushfire,test_ood,1024x1024,RGB,0.36515605,0.16286495,0.0,0.0,13.950033187866211,False
pinery-bushfire_00000874,pinery-bushfire,test_ood,1024x1024,RGB,0.40491498,0.083682194,0.0,2.288818359375e-05,5.140321731567383,False
pinery-bushfire_00000883,pinery-bushfire,test_ood,1024x1024,RGB,0.49702123,0.12958415,6.67572021484375e-06,5.340576171875e-05,8.642309188842773,False
pinery-bushfire_00000895,pinery-bushfire,test_ood,1024x1024,RGB,0.35741928,0.09426994,0.0,0.0,7.818527698516846,False
pinery-bushfire_00000897,pinery-bushfire,test_ood,1024x1024,RGB,0.33171013,0.11957859,2.86102294921875e-06,0.0003566741943359375,8.941917419433594,False
pinery-bushfire_00000901,pinery-bushfire,test_ood,1024x1024,RGB,0.459104,0.09072727,0.0,2.86102294921875e-06,8.758310317993164,False
pinery-bushfire_00000940,pinery-bushfire,test_ood,1024x1024,RGB,0.3606562,0.03207873,0.0,0.0,6.960387229919434,False
pinery-bushfire_00001010,pinery-bushfire,test_ood,1024x1024,RGB,0.5363526,0.15380253,0.0,0.0,19.387683868408203,False
pinery-bushfire_00001033,pinery-bushfire,test_ood,1024x1024,RGB,0.48279947,0.13215129,0.0,0.0,15.296867370605469,False
pinery-bushfire_00001056,pinery-bushfire,test_ood,1024x1024,RGB,0.30944762,0.07830996,0.0,0.0,7.503749847412109,False
pinery-bushfire_00001104,pinery-bushfire,test_ood,1024x1024,RGB,0.3564281,0.06286435,0.0,0.0,6.18893575668335,False
pinery-bushfire_00001153,pinery-bushfire,test_ood,1024x1024,RGB,0.3943023,0.038284194,0.0,0.0,5.557109832763672,False
pinery-bushfire_00001176,pinery-bushfire,test_ood,1024x1024,RGB,0.38461035,0.09988599,0.0,4.76837158203125e-05,6.904703140258789,False
pinery-bushfire_00001177,pinery-bushfire,test_ood,1024x1024,RGB,0.37484834,0.100763395,0.0,0.00017261505126953125,7.589272975921631,False
pinery-bushfire_00001180,pinery-bushfire,test_ood,1024x1024,RGB,0.5073545,0.07548475,0.0,1.9073486328125e-06,11.063007354736328,False
pinery-bushfire_00001182,pinery-bushfire,test_ood,1024x1024,RGB,0.4434574,0.09424279,0.0,0.0,6.340215682983398,False
pinery-bushfire_00001190,pinery-bushfire,test_ood,1024x1024,RGB,0.40109232,0.108308524,0.0,0.0,11.370427131652832,False
pinery-bushfire_00001225,pinery-bushfire,test_ood,1024x1024,RGB,0.37800285,0.11309113,0.00528717041015625,0.00026035308837890625,7.758109092712402,False
pinery-bushfire_00001242,pinery-bushfire,test_ood,1024x1024,RGB,0.46524593,0.059439473,0.0,0.0,5.227990627288818,False
pinery-bushfire_00001257,pinery-bushfire,test_ood,1024x1024,RGB,0.42872933,0.10525208,0.0,0.0002079010009765625,6.912994384765625,False
pinery-bushfire_00001258,pinery-bushfire,test_ood,1024x1024,RGB,0.34604862,0.06673549,0.0,9.5367431640625e-06,7.781156539916992,False
pinery-bushfire_00001270,pinery-bushfire,test_ood,1024x1024,RGB,0.32312697,0.08492909,0.0,0.0,4.5661444664001465,False
pinery-bushfire_00001312,pinery-bushfire,test_ood,1024x1024,RGB,0.4662596,0.14318825,0.0,0.0,7.925724029541016,False
pinery-bushfire_00001323,pinery-bushfire,test_ood,1024x1024,RGB,0.434581,0.08391669,0.0,0.0,7.059778690338135,False
pinery-bushfire_00001324,pinery-bushfire,test_ood,1024x1024,RGB,0.4225922,0.093545586,0.0,1.71661376953125e-05,7.650725364685059,False
pinery-bushfire_00001329,pinery-bushfire,test_ood,1024x1024,RGB,0.3878741,0.11770115,0.0,3.814697265625e-05,8.989418983459473,False
pinery-bushfire_00001337,pinery-bushfire,test_ood,1024x1024,RGB,0.41965678,0.111349836,0.0,0.000701904296875,6.9897966384887695,False
pinery-bushfire_00001339,pinery-bushfire,test_ood,1024x1024,RGB,0.3618437,0.06467994,0.0,0.0,6.893649578094482,False
pinery-bushfire_00001363,pinery-bushfire,test_ood,1024x1024,RGB,0.3892613,0.1011779,0.0,0.0,8.838773727416992,False
pinery-bushfire_00001409,pinery-bushfire,test_ood,1024x1024,RGB,0.53763723,0.093396604,0.0,0.00157928466796875,6.49000358581543,False
pinery-bushfire_00001447,pinery-bushfire,test_ood,1024x1024,RGB,0.4438472,0.17867093,0.0,0.0002002716064453125,8.760095596313477,False
pinery-bushfire_00001451,pinery-bushfire,test_ood,1024x1024,RGB,0.47991255,0.07974704,0.0,0.0,5.698766708374023,False
pinery-bushfire_00001454,pinery-bushfire,test_ood,1024x1024,RGB,0.40198758,0.05186963,0.0,0.0,5.921779632568359,False
pinery-bushfire_00001457,pinery-bushfire,test_ood,1024x1024,RGB,0.36231247,0.084294684,0.0,0.000377655029296875,7.781984329223633,False
pinery-bushfire_00001462,pinery-bushfire,test_ood,1024x1024,RGB,0.4923476,0.09496705,0.0,8.7738037109375e-05,5.5834455490112305,False
pinery-bushfire_00001474,pinery-bushfire,test_ood,1024x1024,RGB,0.41130382,0.074000336,0.0,0.0,4.628908157348633,False
pinery-bushfire_00001476,pinery-bushfire,test_ood,1024x1024,RGB,0.39356798,0.08370057,0.0,0.0,5.185028076171875,False
pinery-bushfire_00001490,pinery-bushfire,test_ood,1024x1024,RGB,0.4988675,0.038846876,0.0,0.0,5.562888145446777,False
pinery-bushfire_00001496,pinery-bushfire,test_ood,1024x1024,RGB,0.36295244,0.05795574,0.0,0.0,7.292831897735596,False
pinery-bushfire_00001507,pinery-bushfire,test_ood,1024x1024,RGB,0.39088142,0.09149607,0.0,0.00046825408935546875,7.719292640686035,False
pinery-bushfire_00001543,pinery-bushfire,test_ood,1024x1024,RGB,0.5525259,0.1096095,0.0,0.0005350112915039062,8.734861373901367,False
pinery-bushfire_00001730,pinery-bushfire,test_ood,1024x1024,RGB,0.44518593,0.09893769,0.0,0.0,7.7883453369140625,False
pinery-bushfire_00001739,pinery-bushfire,test_ood,1024x1024,RGB,0.33142263,0.07986028,0.0,0.0,6.57905387878418,False
pinery-bushfire_00001813,pinery-bushfire,test_ood,1024x1024,RGB,0.26181844,0.09018036,0.0,0.00034046173095703125,8.283456802368164,False
