scene_id,disaster,origin,split,is_fire,indexed_files,existing_files,complete_on_disk,one_split_only,image_label_roles_present
hurricane-florence_00000258,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000261,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000262,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000265,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000267,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000268,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000270,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000271,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000276,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000280,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000281,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000283,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000286,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000287,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000288,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000291,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000292,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000294,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000295,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000299,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000301,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000305,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000307,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000311,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000317,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000318,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000321,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000322,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000323,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000326,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000327,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000339,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000342,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000343,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000348,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000351,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000352,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000354,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000358,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000363,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000364,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000367,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000373,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000375,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000377,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000378,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000383,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000384,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000385,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000386,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000391,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000396,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000400,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000402,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000412,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000413,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000415,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000417,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000421,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000422,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000429,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000430,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000432,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000434,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000439,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000440,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000447,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000448,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000456,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000458,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000463,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000465,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000466,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000468,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000471,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000479,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000480,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000483,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000487,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000488,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000489,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000491,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000495,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000499,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000502,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000505,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000507,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000509,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000511,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000518,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000519,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000520,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000521,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000524,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000525,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000528,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000530,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000532,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000534,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000535,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000539,hurricane-florence,hold,test_id,False,7,7,True,True,True
hurricane-florence_00000541,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000543,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-florence_00000544,hurricane-florence,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000003,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000004,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000005,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000011,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000013,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000014,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000018,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000021,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000023,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000027,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000031,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000032,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000033,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000034,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000036,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000037,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000038,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000044,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000050,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000058,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000062,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000063,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000064,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000065,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000067,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000068,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000074,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000078,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000083,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000086,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000087,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000093,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000095,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000096,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000097,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000102,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000103,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000105,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000106,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000110,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000112,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000117,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000120,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000121,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000122,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000124,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000125,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000127,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000131,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000133,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000135,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000139,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000140,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000143,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000148,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000149,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000150,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000155,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000161,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000162,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000163,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000164,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000166,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000173,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000175,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000179,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000181,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000182,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000183,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000184,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000185,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000186,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000188,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000190,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000191,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000192,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000193,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000198,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000199,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000201,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000202,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000209,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000211,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000215,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000219,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000223,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000225,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000227,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000229,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000230,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000234,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000236,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000240,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000246,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000247,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000250,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000252,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000253,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000254,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000256,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000259,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000263,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000276,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000279,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000282,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000283,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000287,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000290,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000293,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000294,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000295,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000296,hurricane-harvey,hold,test_id,False,7,7,True,True,True
hurricane-harvey_00000297,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000298,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000301,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000303,hurricane-harvey,test,test_id,False,7,7,True,True,True
hurricane-harvey_00000304,hurricane-harvey,test,test_id,False,7,7,True,True,True
