uid,damage_class,scene_id,event_name,GEOID,damage_score
8c69db2a-3a4c-45de-9ae4-d9eea6122129,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
03fe247d-0683-4d60-b8b8-0752fac90974,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
f0d96234-29d1-4722-a1ef-93187112ca9f,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
05ee8084-c845-43cb-add9-337a392db287,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
9fcd1d3d-5edc-444f-9c36-f88650e51805,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
8fe40b1e-be44-41ab-aa60-e480e894f746,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
ee860123-047c-4094-a81d-b97d29e09cd0,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
51b99232-6508-46e4-a9d5-b725e153a701,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
0a821dea-7db6-4b79-a84c-4182f2a1118c,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
3467da5f-4275-4747-8956-3427f04e4970,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
6affd9a7-1fc6-4ad4-b2c1-7c78c469e084,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
593bb5d9-fd51-4018-86ee-2c0fdf58789c,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
0d969d8e-9a5d-4c4c-8249-34aca8162b8d,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
c1e65704-a1ab-4903-be15-4996d34bc9d1,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
22461df9-252e-41af-89a8-90d4a667e55f,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
123c1fef-af94-477b-851f-25de51122e3e,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
cf14e949-ddd4-42af-bc35-b4f7ccd2ee0a,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
3f7d4dc9-f16a-45c0-915d-9db64938b63b,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
c751c8f3-2198-4e4c-b378-95bce9f53a84,major-damage,hurricane-florence_00000034,hurricane-florence,371419202042,2.0
69e2c0b2-8055-4d31-a218-2bfcb2964dc9,destroyed,hurricane-florence_00000034,hurricane-florence,371419202042,3.0
24ed1214-fae6-4f2c-ae54-ccb8011e7962,destroyed,hurricane-florence_00000034,hurricane-florence,371419202042,3.0
9ec9a3eb-38da-45dc-8f6f-75b31cafc38e,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
cb46a59b-d112-4f1b-9c52-d02640ecac5b,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
2adc6f0d-9a40-465d-a3f6-5480f3aa8030,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
6ae2cc47-8d35-4889-9865-42ab63112c1b,destroyed,hurricane-florence_00000035,hurricane-florence,371419202042,3.0
c855d350-b3e3-4d31-bfa4-8fe035e1f058,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
8f4c39da-c750-4b2b-b057-5470b5f6432c,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
5894ac67-cc59-4463-aa63-e473b3db76c9,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
61493d44-1b63-4dc8-af28-6179cc9a4341,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
d3d97625-e2fc-4940-a8b1-6947daf98eec,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
b3d57951-7937-4fca-ac4f-b99483bc9f05,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
15571ee6-c764-40c4-966d-4509c946a958,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
dadbec6f-4b1b-45da-8826-656381766a74,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
9836648c-d5ed-4cc1-b609-c4d06c2f99ef,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
547d13ba-110e-4d3f-b19b-c9686da63358,major-damage,hurricane-florence_00000035,hurricane-florence,371419202042,2.0
397fff31-672c-4940-a9b1-94cc2b5a466b,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
a1f6e969-72bd-4c8b-8df7-53b50f31d9fe,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
e50db5f9-7052-498e-a3f4-205bf8ee5d8c,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
00a16d6e-928f-45c0-8b5d-81e59a55f9d9,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
659ff52b-b6d0-4e42-9898-d0641ac10481,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
2097912d-8a54-4151-909b-577eac8d7f08,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
7012b905-317c-4aca-bbe9-d0b32cc676fe,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
8dec9b9e-ffad-4741-8ca0-54b0c40618c7,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
664d97bc-3841-4037-8d33-6c0004baf9d8,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
b5aee5eb-c0a3-44b3-a2b9-b63d545e3d08,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
36685017-e2f5-40a6-862f-61997b59cb73,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
028761de-f9f9-4b0b-81e0-10c537b0932e,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
751e541e-e550-4904-a640-e25baa7a9d13,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
7e8172c6-259c-42bd-8e19-5c8d4f3497a4,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
6c7b27f9-1324-4bad-8335-6add2249ed5f,no-damage,hurricane-florence_00000038,hurricane-florence,371419204031,0.0
2c8af652-4de0-42b9-982b-49bb2ff49367,no-damage,hurricane-florence_00000039,hurricane-florence,371419204031,0.0
27a3835b-70f6-4d8e-91c4-a6a7347f569b,no-damage,hurricane-florence_00000039,hurricane-florence,371419204031,0.0
c68d41df-0010-4a0b-91b7-33eeeeda7e4f,no-damage,hurricane-florence_00000039,hurricane-florence,371419204031,0.0
a39ae8f1-4882-407f-9dfc-b9f809290a5e,no-damage,hurricane-florence_00000039,hurricane-florence,371419204031,0.0
5cedf939-fc61-48aa-9e70-13cc43125a0f,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
dea9b374-05b3-4b2a-9106-d044b7b73005,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
0b55f2c9-f8bc-4a40-b590-b1f6ebecbed6,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
89b38e6b-4070-466c-b86b-414a2fb05b1a,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
32d12015-06a7-439d-8346-008fbdd5a19a,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
1e0d1504-2360-4628-ad80-17ad61179445,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
98ddbebc-95ba-48d7-8e98-3c44f955f5fc,no-damage,hurricane-florence_00000040,hurricane-florence,371419203002,0.0
0239b4d1-cb69-43b1-9e4c-d996f4f8e762,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
34394400-bcee-4e17-b567-1be5c4508e38,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
1e419d93-c588-41b5-bf11-69dea1956b3b,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
f4b11bf6-cde1-4e97-bac7-b0755f14612e,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
b6f415f6-dc1f-4065-a371-9db168926181,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
35690ab0-90ba-406c-bf91-1be1793f0a3b,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
e8070c91-4268-4958-bb1f-5622078f10db,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
7af7ee0d-fb1d-4927-8c85-cb05abac2426,no-damage,hurricane-florence_00000041,hurricane-florence,371419203002,0.0
8a384839-f7f0-4cb4-b99f-a2bcaf93a785,no-damage,hurricane-florence_00000047,hurricane-florence,371419204031,0.0
ab2bea3a-faad-496f-8984-369c40f2dce5,no-damage,hurricane-florence_00000047,hurricane-florence,371419204031,0.0
47018f52-9584-4ca1-91d7-c4b6e85689c8,no-damage,hurricane-florence_00000047,hurricane-florence,371419204031,0.0
9aea416e-f72e-49ea-95cf-303194ed2134,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
61ed1769-29ff-4baf-95fa-5093a0c99e19,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
274263bf-52f2-4e1d-8848-33dfa20007eb,destroyed,hurricane-florence_00000047,hurricane-florence,371419204032,3.0
e733e87b-8df8-4ed4-a350-74b4d5fc2df0,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
29eca270-e0e6-4c55-a753-9a188370218e,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
c9c93d7b-776c-4b2b-897f-dd7e98a15450,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
fd53244a-1a93-4973-92da-988a31620fd9,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
5f80932e-1fad-47dc-9e9e-1863ef2bb9c6,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
a2b40e48-a091-44f0-b591-9bb5b7b4b6eb,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
6e9e2731-e546-494f-b688-641350cc28d6,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
c7c83e97-8dcb-4bc7-ad92-f27f218ef24c,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
d8181074-de1e-4a38-b4b0-077ed69fef27,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
b792e24f-75d8-4f51-b2be-be2484c39637,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
00e2492e-904f-452e-840d-2a5465ae6b50,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
e20e9fdf-2a2e-4ecd-9bef-e3428561474d,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
30d9b6fb-ba59-4352-9537-9c211aebe2d6,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
87046a10-b958-4299-845e-5c36ebb3576b,no-damage,hurricane-florence_00000047,hurricane-florence,371419204032,0.0
c77c1ffe-ff4c-4e9a-ac55-80e3004124b8,major-damage,hurricane-florence_00000050,hurricane-florence,371419204031,2.0
3795720f-5b13-4ea0-b5d6-c54c1bc58cf7,no-damage,hurricane-florence_00000050,hurricane-florence,371419204031,0.0
6338d048-ac01-4f88-82c2-9bbe22c82bea,major-damage,hurricane-florence_00000050,hurricane-florence,371419204031,2.0
1fcaa4da-9ca0-428f-a828-d403554951c2,minor-damage,hurricane-florence_00000050,hurricane-florence,371419204031,1.0
0d2dcfe0-15c9-4c7c-b762-93346c4bdccf,minor-damage,hurricane-florence_00000050,hurricane-florence,371419204031,1.0
a0b75371-23d3-4e7e-92fd-972fcb25cd56,destroyed,hurricane-florence_00000050,hurricane-florence,371419204031,3.0
a35d2e37-df38-4cdb-b5b8-6b89f1a5b925,minor-damage,hurricane-florence_00000050,hurricane-florence,371419204031,1.0
44bfca19-ecbf-488a-b2f1-28266a82268d,major-damage,hurricane-florence_00000050,hurricane-florence,371419204031,2.0
cd905ae7-c9bc-4694-a8ad-9da65b1a6e64,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
a4cb87c9-16a8-4c5a-a280-662bdfcee45e,major-damage,hurricane-florence_00000052,hurricane-florence,371419204031,2.0
9d5b52e9-1fef-4665-9e85-ee1494aa3e43,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
089608d1-1116-4ccc-ba56-68b635081ecc,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
82eed7ff-b902-4f02-811a-32bb18734758,no-damage,hurricane-florence_00000052,hurricane-florence,371419204031,0.0
7b5388a9-d28f-40f7-9d49-b4de3c5b38b0,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
3a822231-de7b-4a18-9dbd-eec9a7ab9532,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
4cd700c8-d4c8-40f9-9753-993b4bcf8bf9,no-damage,hurricane-florence_00000052,hurricane-florence,371419204031,0.0
ce6dacc0-5259-4e24-9fb3-676fbc01b5c8,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
a56805d3-78c0-43a9-afa8-7bdb9ad44337,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
5c3ae3a0-7050-4b2f-b920-b3f0cb9e52b8,destroyed,hurricane-florence_00000052,hurricane-florence,371419204031,3.0
a92cd88d-7846-4b6a-8406-305f6b8e4ab9,major-damage,hurricane-florence_00000052,hurricane-florence,371419204031,2.0
bdcc175f-86e1-45b3-ac3c-b9d1ec4158a8,major-damage,hurricane-florence_00000052,hurricane-florence,371419204031,2.0
2495f479-6f66-4a00-a655-dbc72caf602b,major-damage,hurricane-florence_00000052,hurricane-florence,371419204031,2.0
14875c02-f8f0-4016-b383-8944e9f42e42,major-damage,hurricane-florence_00000052,hurricane-florence,371419204031,2.0
5d00f2a3-ec40-4748-ad48-323b2cbc1827,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
ab5bd08a-da5e-4e1d-b142-e52df06b6bde,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
f3c0434f-c4e0-4fbd-8cda-80be90d78fa5,destroyed,hurricane-florence_00000052,hurricane-florence,371419204031,3.0
d2584ae4-91f6-4bcb-9ff6-438a6c3d401e,no-damage,hurricane-florence_00000052,hurricane-florence,371419204031,0.0
8b956b3d-2cc1-4cc8-aca1-3e3eee365931,minor-damage,hurricane-florence_00000052,hurricane-florence,371419204031,1.0
6b669760-0edc-44eb-b581-9cdf4ad77428,major-damage,hurricane-florence_00000068,hurricane-florence,371419202042,2.0
c1cf847e-72d8-4cea-8e14-eaf12b73894c,major-damage,hurricane-florence_00000068,hurricane-florence,371419202042,2.0
677f9f08-ebe8-4e83-b426-a0bae7611965,major-damage,hurricane-florence_00000068,hurricane-florence,371419202042,2.0
05961efe-f5c6-49b4-bb72-23b445c28893,no-damage,hurricane-florence_00000071,hurricane-florence,371419204022,0.0
921bdfb7-4428-4aef-a619-104f811032c9,no-damage,hurricane-florence_00000071,hurricane-florence,371419204022,0.0
aff7dcfe-f114-4de8-ba58-3ee23833c123,no-damage,hurricane-florence_00000071,hurricane-florence,371419204022,0.0
651c1907-0f00-4fc5-a96b-1f8ea9953986,no-damage,hurricane-florence_00000071,hurricane-florence,371419204022,0.0
23740c38-405b-4dc2-ade1-4dc604d134c8,no-damage,hurricane-florence_00000071,hurricane-florence,371419204022,0.0
9ad5a25c-7391-4749-8f01-5ec627c35137,major-damage,hurricane-florence_00000074,hurricane-florence,371419202042,2.0
ed34c316-ec20-4598-bab6-9ebf29f48e4d,major-damage,hurricane-florence_00000074,hurricane-florence,371419202042,2.0
1be66476-784a-41de-a21e-8d8a15c6b610,major-damage,hurricane-florence_00000076,hurricane-florence,371419202042,2.0
d5a1efe5-3a23-4b3b-ae68-78adefa7ef0e,major-damage,hurricane-florence_00000076,hurricane-florence,371419202042,2.0
0fd563ce-ea6a-455c-98d2-844cc9a5f793,major-damage,hurricane-florence_00000076,hurricane-florence,371419202042,2.0
cc785259-a837-4b27-b94b-06ee1fd0efed,minor-damage,hurricane-florence_00000076,hurricane-florence,371419203001,1.0
8eefc91f-880c-4fc2-8b34-656e00ff1525,no-damage,hurricane-florence_00000076,hurricane-florence,371419203001,0.0
4b56e2d8-718d-43c9-af99-c93674a4b907,no-damage,hurricane-florence_00000076,hurricane-florence,371419203001,0.0
c7b6070d-be70-48e8-a079-4a6b8b789af0,minor-damage,hurricane-florence_00000076,hurricane-florence,371419203001,1.0
1be93e62-e29c-4d63-8e82-dd23058490de,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
3d2b7a01-e4de-4c58-ba75-bcf31ab8951c,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
9fccafbe-ea33-4301-a89f-b50c3ccab629,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
8a409ff9-7796-4cae-b092-4303ba1b3bec,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
096ea212-7f5c-4c84-8c45-f2cf7c755fa6,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
eeb14571-f43b-4fae-a30f-81c2298a75d2,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
b9ac356d-eb6a-43a2-b102-646287a1a3e3,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
ac2799df-587c-4362-9f3b-9765255a4c5a,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
d295453b-7abd-4253-a839-684e07373d86,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
c0918a9a-6c2a-4272-9882-c3ebeaf12817,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
7319f4ae-866e-43df-bc94-fc7f7411abb8,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
0e6c786e-305a-46c4-a1a3-d263323835b3,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
d14afeee-1ede-40d9-90ac-a29ac8c67166,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
7580c075-d0be-400a-b732-c697e889870b,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
bebda80c-f563-46da-8169-8d0d441756c7,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
1146631f-58a4-4197-bd82-1c3a6be05e1f,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
67890f4e-a2c0-4c98-abec-8ef36b33e803,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
47fb6093-fa7e-4b20-8f7b-9b11cd54fe48,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
15cb47ca-9c20-4003-aec4-b40154dd17ea,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
ec54da7b-9a4c-4d07-be10-26cdd0e53422,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
1e0bbe17-fbfa-4d36-ad2d-0eab4f6c058d,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
f2e4fc59-82e9-4149-a53e-d81db0e8b62a,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
91e390e5-0c65-40f3-8792-9d9f5a464b9d,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
e98a3492-d5b5-4d1d-ad26-39cbe23b56ec,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
0faae563-5e8b-4997-9187-053c713ddc57,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
d50a40b5-2f54-467f-9d7f-4b9ee771e68c,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
03d46fae-7753-4daa-a0af-0a8e14bde9a5,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
b2d9a04c-4734-460e-98f3-301dd35141e1,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
44bb568c-cf92-4cb7-8248-137f83927c00,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
393649fa-2205-450d-8bd3-62c6c2ce349c,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
933a20bc-1be2-4c06-a074-8ff626f94ae6,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
25366030-d42e-4f50-a8bc-d21cd59456a9,no-damage,hurricane-florence_00000077,hurricane-florence,371419204021,0.0
157fd30a-f6af-4f25-ab32-0cd64952eaee,major-damage,hurricane-florence_00000081,hurricane-florence,371419202042,2.0
b4ba0556-bf3f-4f86-91e8-b0307906528f,major-damage,hurricane-florence_00000081,hurricane-florence,371419202042,2.0
e55340dc-b87f-4e0b-8d39-19cb11039ecb,major-damage,hurricane-florence_00000081,hurricane-florence,371419202042,2.0
30619f10-9979-45c9-b68f-d2b3cf26c6f6,major-damage,hurricane-florence_00000081,hurricane-florence,371419202042,2.0
c6f7b5a4-e7a4-46e9-8d55-cca947305e44,major-damage,hurricane-florence_00000081,hurricane-florence,371419202042,2.0
fc023840-ff38-44b2-a5cc-741e7711bf91,major-damage,hurricane-florence_00000082,hurricane-florence,371419202042,2.0
5c9d22b1-c080-4388-8ec1-134065a1d9b6,major-damage,hurricane-florence_00000082,hurricane-florence,371419202042,2.0
1bc9a84c-8036-48d6-9e72-15df1bf5a992,major-damage,hurricane-florence_00000082,hurricane-florence,371419202042,2.0
4c7012e9-4864-4518-9e13-77f672c01e1f,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
4fc02955-ea38-4a92-8ea8-e61c9a5b143d,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
8c29d083-bcab-41c5-966a-8fc39a807e5b,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
d5f850a1-4198-4f38-bc3e-e1e58cdbbcc9,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
2d04ecb2-3520-4349-9b74-adb465984466,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
99bf9bc8-4be2-451a-a51c-069c1f31c5d3,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
795dfdea-9bb1-4005-a373-60ae1dc4bc6b,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
5a32d345-4245-4373-bf29-0e8b97949890,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
0a554743-3706-40e2-89c0-f6b7d8b020a7,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
448aedbb-c3b4-4aaf-9aa5-f9fe70190ac6,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
d52ba4e8-66ec-448c-86d6-648a61cc23be,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
699544b8-373d-4aac-bcfe-7c9448102462,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
784b4c71-5400-40ab-a487-5308f0a62ed2,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
76c97a5c-5848-4a6a-96fa-2dcdd31aca40,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
b1889be5-1816-4af2-af90-9f5e04ab2bff,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
02113b64-c3e9-48a3-be67-14cdd892d7ea,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
44378670-240f-4929-9696-742787f47270,no-damage,hurricane-florence_00000087,hurricane-florence,371419204032,0.0
4e549b40-ecb4-4017-986d-9cca8254be59,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
a2af6548-701c-4389-841a-0522a7aa1411,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
4d2a22b5-e384-4da5-ba9a-c9733ce9b7d3,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
938ff484-d8f6-49ed-9ac1-5bd51e3abf3d,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
b266f532-a011-4945-a83e-7d6ef0250a2f,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
0589c6d6-cf2d-41b8-b4f9-f79ef00de6f0,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
ba4e2d5b-ba4e-44cc-b9fc-bd21804a4cba,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
605335d0-497e-4ee6-aeeb-d0b363fbfe87,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
8e0aae15-e07f-416d-b825-6d8f004423e4,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
a5049a6b-1fa1-4674-ac68-ea1b0b1a7674,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
a3477249-5ac4-450e-ab5c-ca45cfc7dc40,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
d07f5bfb-e1a5-4332-b125-34de1056884e,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
dcb0c39e-f02b-44f2-a5e9-ec8448ba613f,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
705248cb-6a29-4c77-875f-7e41500536e3,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
0c2327d6-833d-4b76-a1d2-56ddc135bea1,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
b3db29b5-97c1-4eca-96a3-7ce3ed55ab99,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
53f3f3c2-a4ab-4a2a-a03a-ab2ed9bbf71b,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
f9a39fd7-9d2d-4db0-9c0a-2f302ff6153b,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
a408a609-92e4-4fb1-bae4-538960de8439,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
2de17417-7216-45eb-9398-1fd70811f849,no-damage,hurricane-florence_00000087,hurricane-florence,371419204012,0.0
