GEOID,building_count,damage_score_mean,damage_score_std,share_no-damage,share_minor-damage,share_major-damage,share_destroyed,income_2017,pov_rate_2017,median_home_value_2017,renter_pct_2017,median_year_built_2017,pop_density_2017,exposure_proxy,building_density,median_building_age
011250119011,367,0.4604904632152589,0.7843710921207537,0.6811989100817438,0.21798365122615804,0.05994550408719346,0.04087193460490463,24135,,227100,0.7934386391251519,1986,1614,0.0,1.614,34
011250119012,130,1.0692307692307692,1.3129554892970943,0.5307692307692308,0.16153846153846155,0.015384615384615385,0.2923076923076923,65694,,156500,0.5615763546798029,1956,492,0.0,0.492,64
011250119013,221,0.12217194570135746,0.36743185803668127,0.8868778280542986,0.1085972850678733,0.0,0.004524886877828055,33217,,97400,0.8540925266903915,1961,781,0.0,0.781,59
011250119021,45,0.0,0.0,1.0,0.0,0.0,0.0,14138,,136100,0.85,2003,899,0.0,0.899,17
011250119022,359,0.5097493036211699,0.9390888806724241,0.713091922005571,0.15598885793871867,0.03899721448467967,0.09192200557103064,19737,,90800,0.8430493273542601,1960,945,0.0,0.945,60
011250124031,30,0.0,0.0,1.0,0.0,0.0,0.0,51563,,158700,0.6713147410358565,1984,1090,0.0,1.09,36
011250126001,80,0.0,0.0,1.0,0.0,0.0,0.0,23120,,416100,0.8006088280060882,1997,1702,0.0,1.702,23
011250127001,233,0.3776824034334764,0.5201290808699437,0.6351931330472103,0.3562231759656652,0.004291845493562232,0.004291845493562232,38539,,110300,0.3513257575757575,1998,3559,0.0,3.559,22
011250127002,661,0.20726172465960666,0.46156050150324845,0.8093797276853253,0.1815431164901664,0.0015128593040847202,0.007564296520423601,66862,,192500,0.323671497584541,1961,1532,0.0,1.532,59
011250128001,438,0.1278538812785388,0.43010344838437686,0.8972602739726028,0.08904109589041095,0.00228310502283105,0.01141552511415525,25865,,90300,0.5251509054325956,1971,1361,0.0,1.361,49
011250128002,690,1.5043478260869565,1.1317344514866414,0.2217391304347826,0.34492753623188405,0.14057971014492754,0.2927536231884058,39708,,99500,0.4132492113564668,1966,1105,0.0,1.105,54
060378003241,125,0.0,0.0,1.0,0.0,0.0,0.0,179306,,615700,0.0485074626865671,1974,755,0.0,0.755,46
060378003244,111,0.0,0.0,1.0,0.0,0.0,0.0,124026,,683600,0.053030303030303,1983,2175,0.0,2.175,37
060378003251,100,0.0,0.0,1.0,0.0,0.0,0.0,118309,,765700,0.135251798561151,1966,1676,0.0,1.676,54
060378003252,160,0.0,0.0,1.0,0.0,0.0,0.0,116125,,888700,0.1378881987577639,1969,1713,0.0,1.713,51
060378003281,308,0.0,0.0,1.0,0.0,0.0,0.0,121923,,608200,0.1918367346938775,1975,1604,0.0,1.604,45
060378004061,3850,1.305974025974026,1.451167777434836,0.5384415584415584,0.025194805194805193,0.028311688311688312,0.40805194805194805,140179,,1615600,0.1357758620689655,1982,1671,0.0,1.671,38
060378004062,2310,0.35844155844155845,0.9534897244649223,0.8705627705627705,0.010822510822510822,0.008225108225108226,0.11038961038961038,138438,,2000001,0.2727272727272727,1975,544,0.0,0.544,45
060378004101,993,0.6072507552870091,1.1798150289696245,0.7804632426988922,0.02014098690835851,0.011077542799597181,0.18831822759315206,113500,,1568200,0.2204472843450479,1977,4052,0.0,4.052,43
060971515031,57,0.0,0.0,1.0,0.0,0.0,0.0,128065,,819400,0.0582706766917293,1980,1215,0.0,1.215,40
060971515032,349,0.0,0.0,1.0,0.0,0.0,0.0,146000,,716700,0.0714285714285714,1985,854,0.0,0.854,35
060971515033,340,0.0,0.0,1.0,0.0,0.0,0.0,134464,,661700,0.0452586206896551,1982,1306,0.0,1.306,38
060971515041,23,0.0,0.0,1.0,0.0,0.0,0.0,87697,,516000,0.1806615776081425,1972,1040,0.0,1.04,48
060971515042,90,0.0,0.0,1.0,0.0,0.0,0.0,113000,,472800,0.2209302325581395,1963,1158,0.0,1.158,57
060971515043,173,0.0,0.0,1.0,0.0,0.0,0.0,89318,,540900,0.2410358565737052,1976,1316,0.0,1.316,44
060971518001,419,0.0,0.0,1.0,0.0,0.0,0.0,79928,,445100,0.3529411764705882,1954,1064,0.0,1.064,66
060971518002,73,0.0,0.0,1.0,0.0,0.0,0.0,62273,,448100,0.3170731707317073,1955,461,0.0,0.461,65
060971518003,70,0.0,0.0,1.0,0.0,0.0,0.0,87472,,473300,0.3927765237020316,1948,1065,0.0,1.065,72
060971518004,23,0.0,0.0,1.0,0.0,0.0,0.0,52417,,448400,0.4633471645919779,1956,2009,0.0,2.009,64
060971518005,36,0.0,0.0,1.0,0.0,0.0,0.0,56833,,419400,0.3443396226415094,1956,434,0.0,0.434,64
060971519001,114,0.0,0.0,1.0,0.0,0.0,0.0,53472,,319600,0.755700325732899,1947,784,0.0,0.784,73
060971519002,62,0.0,0.0,1.0,0.0,0.0,0.0,70750,,443100,0.7127272727272728,1941,861,0.0,0.861,79
060971519003,121,0.0,0.0,1.0,0.0,0.0,0.0,60882,,364500,0.4795918367346938,1939,556,0.0,0.556,81
060971519004,61,0.0,0.0,1.0,0.0,0.0,0.0,27852,,364000,0.8197343453510436,1970,1143,0.0,1.143,50
060971520001,89,0.0,0.0,1.0,0.0,0.0,0.0,43011,,395000,0.8951781970649895,1957,906,0.0,0.906,63
060971521001,168,2.0,1.401453479887015,0.32142857142857145,0.011904761904761904,0.011904761904761904,0.6547619047619048,34663,,-666666666,0.3924050632911392,1964,1449,0.0,1.449,56
060971521002,38,0.0,0.0,1.0,0.0,0.0,0.0,80833,,372700,0.5625,1953,760,0.0,0.76,67
060971521003,35,0.0,0.0,1.0,0.0,0.0,0.0,70469,,386500,0.4470588235294118,1945,887,0.0,0.887,75
060971522011,49,0.0,0.0,1.0,0.0,0.0,0.0,77102,,458100,0.5346062052505967,1969,823,0.0,0.823,51
060971522012,93,0.0,0.0,1.0,0.0,0.0,0.0,49359,,466300,0.7418604651162791,1955,1079,0.0,1.079,65
060971522031,145,0.0,0.0,1.0,0.0,0.0,0.0,62039,,659400,0.2893772893772894,1946,502,0.0,0.502,74
060971522032,179,0.0,0.0,1.0,0.0,0.0,0.0,77500,,524600,0.4462365591397849,1939,788,0.0,0.788,81
060971522034,184,0.0,0.0,1.0,0.0,0.0,0.0,43194,,678100,0.8285163776493256,1951,936,0.0,0.936,69
060971523001,236,0.0,0.0,1.0,0.0,0.0,0.0,69706,,592600,0.3474025974025974,1964,1451,0.0,1.451,56
060971523002,79,0.0,0.0,1.0,0.0,0.0,0.0,83571,,658100,0.1740331491712707,1962,937,0.0,0.937,58
060971523003,117,0.0,0.0,1.0,0.0,0.0,0.0,104150,,651100,0.1956989247311828,1961,1015,0.0,1.015,59
060971523004,241,0.0,0.0,1.0,0.0,0.0,0.0,131944,,645500,0.2454545454545454,1951,771,0.0,0.771,69
060971525011,31,0.0,0.0,1.0,0.0,0.0,0.0,70962,,548600,0.6172680412371134,1987,1639,0.0,1.639,33
060971525012,99,0.0,0.0,1.0,0.0,0.0,0.0,67287,,462500,0.440766550522648,1972,1879,0.0,1.879,48
060971525013,103,0.0,0.0,1.0,0.0,0.0,0.0,57333,,416700,0.4733727810650887,1967,867,0.0,0.867,53
060971525021,328,0.0,0.0,1.0,0.0,0.0,0.0,73125,,500000,0.3485342019543974,1975,1883,0.0,1.883,45
060971525022,125,0.0,0.0,1.0,0.0,0.0,0.0,50791,,-666666666,0.4609218436873747,1975,1065,0.0,1.065,45
060971527011,657,2.016742770167428,1.389648045856899,0.3120243531202435,0.0197869101978691,0.0076103500761035,0.6605783866057838,161705,,752400,0.1800433839479392,1984,1248,0.0,1.248,36
060971527012,54,0.0,0.0,1.0,0.0,0.0,0.0,80735,,392800,0.4404761904761904,1984,1020,0.0,1.02,36
060971527013,176,0.7727272727272727,1.2624445468083876,0.7045454545454546,0.045454545454545456,0.022727272727272728,0.22727272727272727,94018,,544800,0.1937984496124031,1984,916,0.0,0.916,36
060971527014,116,0.0,0.0,1.0,0.0,0.0,0.0,73261,,405600,0.562874251497006,1979,1000,0.0,1.0,41
060971527015,456,0.0,0.0,1.0,0.0,0.0,0.0,30135,,105700,0.1463815789473684,1970,1240,0.0,1.24,50
060971527021,696,1.8505747126436782,1.452588743491888,0.3793103448275862,0.0014367816091954023,0.008620689655172414,0.610632183908046,58242,,-666666666,0.6717557251908397,1959,921,0.0,0.921,61
060971527022,260,1.523076923076923,1.4898129478369488,0.4846153846153846,0.0038461538461538464,0.015384615384615385,0.49615384615384617,57063,,506900,0.6652806652806653,1977,1251,0.0,1.251,43
060971527023,43,0.09302325581395349,0.4261652646328928,0.9534883720930233,0.0,0.046511627906976744,0.0,113636,,563700,0.0625,1983,795,0.0,0.795,37
060971528011,693,1.225108225108225,1.4628754233243357,0.5829725829725829,0.007215007215007215,0.011544011544011544,0.39826839826839827,53594,,423000,0.5781544256120528,1977,1337,0.0,1.337,43
060971528012,474,2.9240506329113924,0.4717513203088353,0.02531645569620253,0.0,0.0,0.9746835443037974,114894,,433200,0.1917475728155339,1985,1239,0.0,1.239,35
060971528013,495,1.7575757575757576,1.47647482769603,0.4121212121212121,0.00202020202020202,0.00202020202020202,0.5838383838383838,84375,,460800,0.3498759305210918,1989,1167,0.0,1.167,31
060971528014,677,1.7370753323485968,1.477243259143024,0.41802067946824223,0.0014771048744460858,0.005908419497784343,0.5745937961595273,106563,,435300,0.184,-666666666,748,0.0,0.748,666668686
060971529032,101,0.0,0.0,1.0,0.0,0.0,0.0,57993,,350700,0.6900489396411092,1978,1882,0.0,1.882,42
060971529044,85,0.0,0.0,1.0,0.0,0.0,0.0,87132,,468500,0.3577023498694517,1981,1305,0.0,1.305,39
060971529051,417,0.6498800959232613,1.231480595357596,0.7793764988009593,0.004796163069544364,0.002398081534772182,0.21342925659472423,57586,,220800,0.4439834024896265,1986,1113,0.0,1.113,34
060971529052,189,0.0,0.0,1.0,0.0,0.0,0.0,86019,,453800,0.3178410794602698,1988,1894,0.0,1.894,32
060971529053,163,0.0,0.0,1.0,0.0,0.0,0.0,81023,,453800,0.3114754098360656,1991,1344,0.0,1.344,29
060971529061,110,0.0,0.0,1.0,0.0,0.0,0.0,86939,,543100,0.396681749622926,1993,3808,0.0,3.808,27
060971529062,524,0.0,0.0,1.0,0.0,0.0,0.0,105200,,694500,0.2071240105540897,1973,2040,0.0,2.04,47
060971530011,59,0.0,0.0,1.0,0.0,0.0,0.0,48821,,-666666666,0.985594237695078,1975,2032,0.0,2.032,45
060971530012,197,0.0,0.0,1.0,0.0,0.0,0.0,61559,,373800,0.3924050632911392,1974,2175,0.0,2.175,46
060971530013,349,0.0,0.0,1.0,0.0,0.0,0.0,47697,,375200,0.5474452554744526,1994,2982,0.0,2.982,26
060971530021,207,0.0,0.0,1.0,0.0,0.0,0.0,52306,,-666666666,0.5747747747747748,1955,1533,0.0,1.533,65
060971530022,150,0.0,0.0,1.0,0.0,0.0,0.0,64461,,350000,0.4081632653061224,1968,2256,0.0,2.256,52
060971530024,137,0.0,0.0,1.0,0.0,0.0,0.0,54188,,332900,0.5465393794749404,1968,1012,0.0,1.012,52
060971530031,272,0.0,0.0,1.0,0.0,0.0,0.0,48864,,357300,0.4627659574468085,1970,1189,0.0,1.189,50
060971530033,243,0.0,0.0,1.0,0.0,0.0,0.0,60290,,426900,0.5847589424572317,1976,1944,0.0,1.944,44
060971530034,122,0.0,0.0,1.0,0.0,0.0,0.0,56927,,227500,0.3055555555555556,1983,1986,0.0,1.986,37
060971530053,252,0.0,0.0,1.0,0.0,0.0,0.0,46736,,-666666666,0.2327746741154562,1984,1186,0.0,1.186,36
060971530056,125,0.0,0.0,1.0,0.0,0.0,0.0,71852,,493500,0.54,1979,1439,0.0,1.439,41
060971530061,163,0.0,0.0,1.0,0.0,0.0,0.0,51848,,332400,0.1655629139072847,1978,569,0.0,0.569,42
060971530062,200,0.0,0.0,1.0,0.0,0.0,0.0,78681,,361700,0.2161172161172161,1979,815,0.0,0.815,41
060971530063,116,0.0,0.0,1.0,0.0,0.0,0.0,74730,,364100,0.3006833712984054,1983,1209,0.0,1.209,37
060971530066,35,0.0,0.0,1.0,0.0,0.0,0.0,51850,,267500,0.2220039292730845,1983,1232,0.0,1.232,37
060971531021,58,0.0,0.0,1.0,0.0,0.0,0.0,54762,,348400,0.467005076142132,1968,1736,0.0,1.736,52
060971531022,107,0.0,0.0,1.0,0.0,0.0,0.0,51125,,333000,0.6099290780141844,1966,1483,0.0,1.483,54
060971531031,119,0.0,0.0,1.0,0.0,0.0,0.0,70682,,394600,0.4886363636363636,1997,2255,0.0,2.255,23
060971531032,175,0.0,0.0,1.0,0.0,0.0,0.0,55263,,336700,0.3362445414847161,1971,1374,0.0,1.374,49
060971538091,318,0.0031446540880503146,0.05607721540920443,0.9968553459119497,0.0031446540880503146,0.0,0.0,92444,,567700,0.2140221402214022,1986,1387,0.0,1.387,34
061110059073,58,0.0,0.0,1.0,0.0,0.0,0.0,113220,,806800,0.0614525139664804,1974,1294,0.0,1.294,46
061110073001,1821,0.3585941790225151,0.9506614241992803,0.8676551345414607,0.016474464579901153,0.0054914881933003845,0.11037891268533773,173611,,2000001,0.1725888324873096,1988,1868,0.0,1.868,32
061110074051,558,0.0,0.0,1.0,0.0,0.0,0.0,137930,,608000,0.4870259481037924,1989,3942,0.0,3.942,31
061110074052,235,0.01276595744680851,0.1956984219160326,0.9957446808510638,0.0,0.0,0.00425531914893617,113750,,677000,0.1632183908045977,1974,1178,0.0,1.178,46
061110074053,63,0.0,0.0,1.0,0.0,0.0,0.0,142524,,701000,0.0528735632183908,1984,1227,0.0,1.227,36
120050007001,778,0.903598971722365,0.764200546157863,0.2866323907455013,0.5809768637532133,0.07455012853470437,0.05784061696658098,62356,,-666666666,1.0,1995,3557,0.0,3.557,25
120050009002,89,1.0449438202247192,1.0325400317965945,0.3595505617977528,0.38202247191011235,0.11235955056179775,0.14606741573033707,60606,,105600,0.365,1986,1217,0.0,1.217,34
120050009003,73,1.0684931506849316,1.0182878757350995,0.3698630136986301,0.3013698630136986,0.2191780821917808,0.1095890410958904,50167,,134000,0.5163551401869159,1982,1088,0.0,1.088,38
120050010001,157,0.9745222929936306,0.9802475131311668,0.40764331210191085,0.2929936305732484,0.21656050955414013,0.08280254777070063,47045,,104300,0.2463414634146341,1967,1240,0.0,1.24,53
120050010002,787,0.963151207115629,1.023845085718571,0.44599745870393903,0.241423125794155,0.21601016518424396,0.096569250317662,24375,,70000,0.5742574257425742,1958,1121,0.0,1.121,62
120050011001,43,0.5116279069767442,0.6680495071209637,0.5581395348837209,0.3953488372093023,0.023255813953488372,0.023255813953488372,38846,,130200,0.4524714828897338,1984,1715,0.0,1.715,36
120050011003,722,0.8337950138504155,0.9258615972020009,0.46398891966759004,0.29916897506925205,0.17590027700831026,0.060941828254847646,26875,,136400,0.5220729366602687,1972,1403,0.0,1.403,48
120050012001,1077,0.9925719591457753,1.0319886312417579,0.4159702878365831,0.29526462395543174,0.16898792943361188,0.11977715877437325,36266,,54500,0.4482758620689655,1989,1948,0.0,1.948,31
120050012002,662,0.8610271903323263,0.961603632169604,0.45770392749244715,0.3066465256797583,0.15256797583081572,0.08308157099697885,54085,,119200,0.2541806020066889,1996,1548,0.0,1.548,24
120050013012,1731,0.49797804737146156,0.7733804346035849,0.6418255343731947,0.25245522819179667,0.07163489312536106,0.0340843443096476,71714,,209800,0.2807133421400264,1992,4590,0.0,4.59,28
120050013021,505,0.8138613861386138,0.9558746620959063,0.49504950495049505,0.26732673267326734,0.16633663366336635,0.07128712871287128,31802,,188900,0.5337781484570475,2001,2999,0.0,2.999,19
120050013022,470,0.9893617021276596,0.9630118980578248,0.3574468085106383,0.40638297872340423,0.125531914893617,0.11063829787234042,39639,,117900,0.5532503457814661,1985,1902,0.0,1.902,35
120050013023,592,0.7043918918918919,0.9061442655103139,0.535472972972973,0.2905405405405405,0.10810810810810811,0.06587837837837837,38382,,68900,0.4466666666666666,1995,1387,0.0,1.387,25
120050013024,515,0.3262135922330097,0.5904494701985034,0.7300970873786408,0.22135922330097088,0.040776699029126215,0.007766990291262136,37287,,112600,0.3743842364532019,1977,926,0.0,0.926,43
120050014021,284,0.3380281690140845,0.6553646404289377,0.7394366197183099,0.20774647887323944,0.028169014084507043,0.02464788732394366,120685,,304800,0.1546391752577319,1994,1294,0.0,1.294,26
120050014022,809,0.37330037082818296,0.6422262563681693,0.7008652657601978,0.23980222496909764,0.04449938195302843,0.014833127317676144,93214,,258500,0.1144578313253012,1998,3502,0.0,3.502,22
120050014023,419,0.1718377088305489,0.4578598147492332,0.8591885441527446,0.11217183770883055,0.026252983293556086,0.002386634844868735,78333,,162500,0.1542056074766355,1965,1318,0.0,1.318,55
120050014024,485,0.3237113402061856,0.62021277272039,0.7402061855670103,0.21443298969072164,0.026804123711340205,0.018556701030927835,63466,,140300,0.1122625215889464,1985,1743,0.0,1.743,35
120050014031,278,0.25539568345323743,0.6605623533420447,0.8381294964028777,0.09712230215827339,0.03597122302158273,0.02877697841726619,80547,,170100,0.2,1974,1361,0.0,1.361,46
120050014032,279,0.2616487455197133,0.5994591134468337,0.8136200716845878,0.11827956989247312,0.06093189964157706,0.007168458781362007,37813,,166500,0.5649122807017544,1981,695,0.0,0.695,39
120050014041,297,0.4781144781144781,0.7971819964720327,0.6734006734006734,0.21548821548821548,0.0707070707070707,0.04040404040404041,107622,,210300,0.0606717226435536,1981,2571,0.0,2.571,39
120050014042,938,0.3358208955223881,0.6034553810483144,0.7292110874200426,0.21108742004264391,0.054371002132196165,0.005330490405117271,46722,,204300,0.1496598639455782,1979,749,0.0,0.749,41
120050014043,375,0.384,0.604581439160631,0.68,0.256,0.064,0.0,45875,,118900,0.1362007168458781,1979,949,0.0,0.949,41
120050014044,387,0.26098191214470284,0.5206632549552381,0.772609819121447,0.19896640826873385,0.023255813953488372,0.00516795865633075,54333,,178400,0.6426630434782609,1991,3108,0.0,3.108,29
120050015011,1156,0.4100346020761246,0.694844090778623,0.6911764705882353,0.22664359861591696,0.06314878892733564,0.01903114186851211,62123,,193100,0.4116047144152311,1991,2808,0.0,2.808,29
120050015012,707,0.27864214992927866,0.565920114263444,0.7708628005657708,0.18953323903818953,0.0297029702970297,0.009900990099009901,69321,,192000,0.3542688910696761,1988,2910,0.0,2.91,32
120050015021,528,0.5814393939393939,0.7449999122048343,0.5606060606060606,0.3106060606060606,0.11553030303030302,0.013257575757575758,46339,,269000,0.5660130718954248,1997,1505,0.0,1.505,23
120050015022,762,0.5761154855643045,0.8203115508890737,0.610236220472441,0.23097112860892388,0.13123359580052493,0.027559055118110236,41685,,153500,0.3711538461538461,1973,1148,0.0,1.148,47
120050015023,396,0.702020202020202,0.8371718270135914,0.5075757575757576,0.3181818181818182,0.1388888888888889,0.03535353535353535,33417,,104300,0.7165217391304348,1979,1339,0.0,1.339,41
120050015024,684,0.5190058479532164,0.7717115316660156,0.631578947368421,0.23976608187134502,0.1067251461988304,0.021929824561403508,81791,,207100,0.0960629921259842,1979,2033,0.0,2.033,41
120050016001,373,0.8981233243967829,0.9701577944028134,0.4477211796246649,0.28418230563002683,0.1903485254691689,0.0777479892761394,28000,,96100,0.9020618556701032,1985,1033,0.0,1.033,35
120050016002,530,0.8283018867924529,0.9298408015641825,0.44528301886792454,0.36792452830188677,0.1,0.08679245283018867,32955,,91500,0.711340206185567,1954,1014,0.0,1.014,66
120050016003,249,0.9317269076305221,0.9110419359122837,0.3895582329317269,0.3493975903614458,0.20080321285140562,0.060240963855421686,21094,,212300,0.6463878326996197,1968,740,0.0,0.74,52
120050016004,362,0.7430939226519337,0.882435145587453,0.4972375690607735,0.3149171270718232,0.13535911602209943,0.052486187845303865,38864,,120200,0.0873015873015873,1977,864,0.0,0.864,43
120050017001,717,0.7824267782426778,0.8587851766403055,0.4602510460251046,0.33751743375174337,0.16178521617852162,0.040446304044630406,40116,,89300,0.6545454545454545,1969,1590,0.0,1.59,51
120050017002,651,0.880184331797235,0.8214943025039414,0.3563748079877112,0.45468509984639016,0.141321044546851,0.047619047619047616,35542,,63300,0.5009174311926605,1960,1381,0.0,1.381,60
120050018001,924,0.8203463203463204,0.9984698418635582,0.5043290043290043,0.27056277056277056,0.12554112554112554,0.09956709956709957,28021,,80800,0.4566929133858268,1953,1839,0.0,1.839,67
120050019001,186,0.3602150537634409,0.6011951672939201,0.6989247311827957,0.24731182795698925,0.04838709677419355,0.005376344086021506,44792,,221400,0.7454545454545455,1978,537,0.0,0.537,42
120050019002,484,0.6033057851239669,0.7249397929506394,0.512396694214876,0.3987603305785124,0.06198347107438017,0.026859504132231406,63636,,179500,0.1713147410358565,1951,1535,0.0,1.535,69
120050019003,688,0.48546511627906974,0.7648145318102346,0.6395348837209303,0.27761627906976744,0.040697674418604654,0.04215116279069767,77500,,158700,0.2463556851311953,1953,1551,0.0,1.551,67
120050019004,420,0.5357142857142857,0.6985567899726629,0.5642857142857143,0.3547619047619048,0.06190476190476191,0.01904761904761905,59811,,111300,0.2921615201900237,1949,1182,0.0,1.182,71
120050020001,566,0.7296819787985865,0.8841188231079445,0.5159010600706714,0.284452296819788,0.15371024734982333,0.045936395759717315,16121,,77000,0.8118556701030928,1969,512,0.0,0.512,51
120050020002,666,0.6021021021021021,0.8856050623170518,0.6261261261261262,0.1891891891891892,0.14114114114114115,0.04354354354354354,29286,,84400,0.6918604651162791,1972,926,0.0,0.926,48
120050022001,107,0.5981308411214953,0.833947343300728,0.6074766355140186,0.205607476635514,0.16822429906542055,0.018691588785046728,17645,,-666666666,0.8786127167630058,1984,1688,0.0,1.688,36
120050022002,226,0.6415929203539823,0.7999139580081867,0.5353982300884956,0.3141592920353982,0.12389380530973451,0.02654867256637168,40597,,159400,0.7618270799347472,1984,1415,0.0,1.415,36
120050022003,132,0.45454545454545453,0.7450973230517447,0.6742424242424242,0.2196969696969697,0.08333333333333333,0.022727272727272728,34677,,98700,0.284923928077455,1963,1725,0.0,1.725,57
120050023001,609,0.3793103448275862,0.7017123210320618,0.729064039408867,0.18226600985221675,0.06896551724137931,0.019704433497536946,44775,,108800,0.4155844155844156,1974,2140,0.0,2.14,46
120050023002,190,0.5263157894736842,0.7676268006266969,0.631578947368421,0.22105263157894736,0.1368421052631579,0.010526315789473684,37917,,143400,0.4815618221258134,1961,1688,0.0,1.688,59
120050024001,611,0.2176759410801964,0.48594862414196166,0.8134206219312602,0.15711947626841244,0.027823240589198037,0.0016366612111292963,28750,,95200,0.717391304347826,1972,1270,0.0,1.27,48
120050024002,633,0.2890995260663507,0.6007574158292395,0.7819905213270142,0.15323854660347552,0.05845181674565561,0.00631911532385466,31429,,98200,0.5986486486486486,1976,1920,0.0,1.92,44
120050024003,508,0.1673228346456693,0.471636454148627,0.8740157480314961,0.08464566929133858,0.04133858267716536,0.0,43822,,161300,0.5368421052631579,1960,1022,0.0,1.022,60
120050025001,496,0.3790322580645161,0.6677898651580599,0.7016129032258065,0.24193548387096775,0.03225806451612903,0.024193548387096774,92614,,321400,0.1475409836065573,1980,2348,0.0,2.348,40
120050025002,128,0.3671875,0.6505127444629056,0.7109375,0.2265625,0.046875,0.015625,-666666666,,145000,0.4333333333333333,1978,860,0.0,0.86,42
120050026041,173,0.37572254335260113,0.5528890016555161,0.6589595375722543,0.3063583815028902,0.03468208092485549,0.0,34762,,187800,0.681592039800995,1986,1076,0.0,1.076,34
120050026042,1292,0.08978328173374613,0.33581137428712615,0.9249226006191951,0.06114551083591331,0.013157894736842105,0.0007739938080495357,79615,,221600,0.1335820895522388,1988,3697,0.0,3.697,32
120050026043,443,0.04288939051918736,0.2698462004564061,0.9683972911963883,0.024830699774266364,0.002257336343115124,0.004514672686230248,36131,,183800,0.4038668098818475,1988,2580,0.0,2.58,32
120050026044,31,0.1935483870967742,0.4774484152736417,0.8387096774193549,0.12903225806451613,0.03225806451612903,0.0,53806,,201400,0.2879177377892031,2002,793,0.0,0.793,18
120050026051,462,0.021645021645021644,0.14567927348643425,0.9783549783549783,0.021645021645021644,0.0,0.0,49167,,261900,0.3279569892473118,1988,334,0.0,0.334,32
120050026061,51,0.058823529411764705,0.31059714782221376,0.9607843137254902,0.0196078431372549,0.0196078431372549,0.0,69375,,286400,0.4846625766871165,1989,676,0.0,0.676,31
120050026071,32,0.21875,0.6082431071696207,0.875,0.03125,0.09375,0.0,40208,,156700,0.4506517690875233,1991,1115,0.0,1.115,29
120050026081,273,0.3333333333333333,0.5644709478621484,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.0,78098,,285900,0.0891304347826087,1988,1138,0.0,1.138,32
120050026082,280,0.17142857142857143,0.4390092648961051,0.8535714285714285,0.12142857142857143,0.025,0.0,101875,,336900,0.2974588938714499,1997,1619,0.0,1.619,23
290970104001,297,0.47474747474747475,0.9117487764103833,0.734006734006734,0.13804713804713806,0.04713804713804714,0.08080808080808081,36106,,108800,0.6938461538461539,2001,2554,0.0,2.554,19
290970104002,966,1.4182194616977226,1.3245546078964079,0.39751552795031053,0.14389233954451347,0.10144927536231885,0.35714285714285715,43977,,104700,0.2569974554707379,1979,865,0.0,0.865,41
290970104003,605,0.775206611570248,1.1788899953550658,0.6512396694214876,0.1024793388429752,0.06611570247933884,0.18016528925619835,56591,,146700,0.2527472527472527,1998,1627,0.0,1.627,22
290970105001,352,0.008522727272727272,0.09205522649021469,0.9914772727272727,0.008522727272727272,0.0,0.0,54732,,191700,0.5906183368869936,1977,1141,0.0,1.141,43
290970105002,391,0.08695652173913043,0.38244650459119695,0.9360613810741688,0.05115089514066496,0.0025575447570332483,0.010230179028132993,52833,,117900,0.7369565217391304,1966,1027,0.0,1.027,54
290970105003,455,1.9274725274725275,1.2351377185216892,0.22857142857142856,0.11428571428571428,0.15824175824175823,0.4989010989010989,101181,,157100,0.1144278606965174,1959,585,0.0,0.585,61
