name,path,subdir,scene_id,disaster,kind,origin,split
guatemala-volcano_00000005_post_disaster_rgb.png,xbd\test\masks\guatemala-volcano_00000005_post_disaster_rgb.png,masks,guatemala-volcano_00000005,guatemala-volcano,post_disaster_rgb,test,test_id
guatemala-volcano_00000005_pre_disaster.json,xbd\test\labels\guatemala-volcano_00000005_pre_disaster.json,labels,guatemala-volcano_00000005,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000005_pre_disaster.png,xbd\test\images\guatemala-volcano_00000005_pre_disaster.png,images,guatemala-volcano_00000005,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000005_pre_disaster.png,xbd\test\masks\guatemala-volcano_00000005_pre_disaster.png,masks,guatemala-volcano_00000005,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000009_post_disaster.json,xbd\test\labels\guatemala-volcano_00000009_post_disaster.json,labels,guatemala-volcano_00000009,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000009_post_disaster.png,xbd\test\images\guatemala-volcano_00000009_post_disaster.png,images,guatemala-volcano_00000009,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000009_post_disaster.png,xbd\test\masks\guatemala-volcano_00000009_post_disaster.png,masks,guatemala-volcano_00000009,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000009_post_disaster_rgb.png,xbd\test\masks\guatemala-volcano_00000009_post_disaster_rgb.png,masks,guatemala-volcano_00000009,guatemala-volcano,post_disaster_rgb,test,test_id
guatemala-volcano_00000009_pre_disaster.json,xbd\test\labels\guatemala-volcano_00000009_pre_disaster.json,labels,guatemala-volcano_00000009,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000009_pre_disaster.png,xbd\test\images\guatemala-volcano_00000009_pre_disaster.png,images,guatemala-volcano_00000009,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000009_pre_disaster.png,xbd\test\masks\guatemala-volcano_00000009_pre_disaster.png,masks,guatemala-volcano_00000009,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000011_post_disaster.json,xbd\test\labels\guatemala-volcano_00000011_post_disaster.json,labels,guatemala-volcano_00000011,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000011_post_disaster.png,xbd\test\images\guatemala-volcano_00000011_post_disaster.png,images,guatemala-volcano_00000011,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000011_post_disaster.png,xbd\test\masks\guatemala-volcano_00000011_post_disaster.png,masks,guatemala-volcano_00000011,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000011_post_disaster_rgb.png,xbd\test\masks\guatemala-volcano_00000011_post_disaster_rgb.png,masks,guatemala-volcano_00000011,guatemala-volcano,post_disaster_rgb,test,test_id
guatemala-volcano_00000011_pre_disaster.json,xbd\test\labels\guatemala-volcano_00000011_pre_disaster.json,labels,guatemala-volcano_00000011,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000011_pre_disaster.png,xbd\test\images\guatemala-volcano_00000011_pre_disaster.png,images,guatemala-volcano_00000011,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000011_pre_disaster.png,xbd\test\masks\guatemala-volcano_00000011_pre_disaster.png,masks,guatemala-volcano_00000011,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000012_post_disaster.json,xbd\hold\labels\guatemala-volcano_00000012_post_disaster.json,labels,guatemala-volcano_00000012,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000012_post_disaster.png,xbd\hold\images\guatemala-volcano_00000012_post_disaster.png,images,guatemala-volcano_00000012,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000012_post_disaster.png,xbd\hold\masks\guatemala-volcano_00000012_post_disaster.png,masks,guatemala-volcano_00000012,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000012_post_disaster_rgb.png,xbd\hold\masks\guatemala-volcano_00000012_post_disaster_rgb.png,masks,guatemala-volcano_00000012,guatemala-volcano,post_disaster_rgb,hold,test_id
guatemala-volcano_00000012_pre_disaster.json,xbd\hold\labels\guatemala-volcano_00000012_pre_disaster.json,labels,guatemala-volcano_00000012,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000012_pre_disaster.png,xbd\hold\images\guatemala-volcano_00000012_pre_disaster.png,images,guatemala-volcano_00000012,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000012_pre_disaster.png,xbd\hold\masks\guatemala-volcano_00000012_pre_disaster.png,masks,guatemala-volcano_00000012,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000014_post_disaster.json,xbd\hold\labels\guatemala-volcano_00000014_post_disaster.json,labels,guatemala-volcano_00000014,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000014_post_disaster.png,xbd\hold\images\guatemala-volcano_00000014_post_disaster.png,images,guatemala-volcano_00000014,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000014_post_disaster.png,xbd\hold\masks\guatemala-volcano_00000014_post_disaster.png,masks,guatemala-volcano_00000014,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000014_post_disaster_rgb.png,xbd\hold\masks\guatemala-volcano_00000014_post_disaster_rgb.png,masks,guatemala-volcano_00000014,guatemala-volcano,post_disaster_rgb,hold,test_id
guatemala-volcano_00000014_pre_disaster.json,xbd\hold\labels\guatemala-volcano_00000014_pre_disaster.json,labels,guatemala-volcano_00000014,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000014_pre_disaster.png,xbd\hold\images\guatemala-volcano_00000014_pre_disaster.png,images,guatemala-volcano_00000014,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000014_pre_disaster.png,xbd\hold\masks\guatemala-volcano_00000014_pre_disaster.png,masks,guatemala-volcano_00000014,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000020_post_disaster.json,xbd\hold\labels\guatemala-volcano_00000020_post_disaster.json,labels,guatemala-volcano_00000020,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000020_post_disaster.png,xbd\hold\images\guatemala-volcano_00000020_post_disaster.png,images,guatemala-volcano_00000020,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000020_post_disaster.png,xbd\hold\masks\guatemala-volcano_00000020_post_disaster.png,masks,guatemala-volcano_00000020,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000020_post_disaster_rgb.png,xbd\hold\masks\guatemala-volcano_00000020_post_disaster_rgb.png,masks,guatemala-volcano_00000020,guatemala-volcano,post_disaster_rgb,hold,test_id
guatemala-volcano_00000020_pre_disaster.json,xbd\hold\labels\guatemala-volcano_00000020_pre_disaster.json,labels,guatemala-volcano_00000020,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000020_pre_disaster.png,xbd\hold\images\guatemala-volcano_00000020_pre_disaster.png,images,guatemala-volcano_00000020,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000020_pre_disaster.png,xbd\hold\masks\guatemala-volcano_00000020_pre_disaster.png,masks,guatemala-volcano_00000020,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000021_post_disaster.json,xbd\test\labels\guatemala-volcano_00000021_post_disaster.json,labels,guatemala-volcano_00000021,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000021_post_disaster.png,xbd\test\images\guatemala-volcano_00000021_post_disaster.png,images,guatemala-volcano_00000021,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000021_post_disaster.png,xbd\test\masks\guatemala-volcano_00000021_post_disaster.png,masks,guatemala-volcano_00000021,guatemala-volcano,post_disaster,test,test_id
guatemala-volcano_00000021_post_disaster_rgb.png,xbd\test\masks\guatemala-volcano_00000021_post_disaster_rgb.png,masks,guatemala-volcano_00000021,guatemala-volcano,post_disaster_rgb,test,test_id
guatemala-volcano_00000021_pre_disaster.json,xbd\test\labels\guatemala-volcano_00000021_pre_disaster.json,labels,guatemala-volcano_00000021,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000021_pre_disaster.png,xbd\test\images\guatemala-volcano_00000021_pre_disaster.png,images,guatemala-volcano_00000021,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000021_pre_disaster.png,xbd\test\masks\guatemala-volcano_00000021_pre_disaster.png,masks,guatemala-volcano_00000021,guatemala-volcano,pre_disaster,test,test_id
guatemala-volcano_00000022_post_disaster.json,xbd\hold\labels\guatemala-volcano_00000022_post_disaster.json,labels,guatemala-volcano_00000022,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000022_post_disaster.png,xbd\hold\images\guatemala-volcano_00000022_post_disaster.png,images,guatemala-volcano_00000022,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000022_post_disaster.png,xbd\hold\masks\guatemala-volcano_00000022_post_disaster.png,masks,guatemala-volcano_00000022,guatemala-volcano,post_disaster,hold,test_id
guatemala-volcano_00000022_post_disaster_rgb.png,xbd\hold\masks\guatemala-volcano_00000022_post_disaster_rgb.png,masks,guatemala-volcano_00000022,guatemala-volcano,post_disaster_rgb,hold,test_id
guatemala-volcano_00000022_pre_disaster.json,xbd\hold\labels\guatemala-volcano_00000022_pre_disaster.json,labels,guatemala-volcano_00000022,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000022_pre_disaster.png,xbd\hold\images\guatemala-volcano_00000022_pre_disaster.png,images,guatemala-volcano_00000022,guatemala-volcano,pre_disaster,hold,test_id
guatemala-volcano_00000022_pre_disaster.png,xbd\hold\masks\guatemala-volcano_00000022_pre_disaster.png,masks,guatemala-volcano_00000022,guatemala-volcano,pre_disaster,hold,test_id
hurricane-florence_00000004_post_disaster.json,xbd\test\labels\hurricane-florence_00000004_post_disaster.json,labels,hurricane-florence_00000004,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000004_post_disaster.png,xbd\test\images\hurricane-florence_00000004_post_disaster.png,images,hurricane-florence_00000004,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000004_post_disaster.png,xbd\test\masks\hurricane-florence_00000004_post_disaster.png,masks,hurricane-florence_00000004,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000004_post_disaster_rgb.png,xbd\test\masks\hurricane-florence_00000004_post_disaster_rgb.png,masks,hurricane-florence_00000004,hurricane-florence,post_disaster_rgb,test,test_id
hurricane-florence_00000004_pre_disaster.json,xbd\test\labels\hurricane-florence_00000004_pre_disaster.json,labels,hurricane-florence_00000004,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000004_pre_disaster.png,xbd\test\images\hurricane-florence_00000004_pre_disaster.png,images,hurricane-florence_00000004,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000004_pre_disaster.png,xbd\test\masks\hurricane-florence_00000004_pre_disaster.png,masks,hurricane-florence_00000004,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000005_post_disaster.json,xbd\test\labels\hurricane-florence_00000005_post_disaster.json,labels,hurricane-florence_00000005,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000005_post_disaster.png,xbd\test\images\hurricane-florence_00000005_post_disaster.png,images,hurricane-florence_00000005,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000005_post_disaster.png,xbd\test\masks\hurricane-florence_00000005_post_disaster.png,masks,hurricane-florence_00000005,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000005_post_disaster_rgb.png,xbd\test\masks\hurricane-florence_00000005_post_disaster_rgb.png,masks,hurricane-florence_00000005,hurricane-florence,post_disaster_rgb,test,test_id
hurricane-florence_00000005_pre_disaster.json,xbd\test\labels\hurricane-florence_00000005_pre_disaster.json,labels,hurricane-florence_00000005,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000005_pre_disaster.png,xbd\test\images\hurricane-florence_00000005_pre_disaster.png,images,hurricane-florence_00000005,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000005_pre_disaster.png,xbd\test\masks\hurricane-florence_00000005_pre_disaster.png,masks,hurricane-florence_00000005,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000006_post_disaster.json,xbd\hold\labels\hurricane-florence_00000006_post_disaster.json,labels,hurricane-florence_00000006,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000006_post_disaster.png,xbd\hold\images\hurricane-florence_00000006_post_disaster.png,images,hurricane-florence_00000006,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000006_post_disaster.png,xbd\hold\masks\hurricane-florence_00000006_post_disaster.png,masks,hurricane-florence_00000006,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000006_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000006_post_disaster_rgb.png,masks,hurricane-florence_00000006,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000006_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000006_pre_disaster.json,labels,hurricane-florence_00000006,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000006_pre_disaster.png,xbd\hold\images\hurricane-florence_00000006_pre_disaster.png,images,hurricane-florence_00000006,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000006_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000006_pre_disaster.png,masks,hurricane-florence_00000006,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000007_post_disaster.json,xbd\test\labels\hurricane-florence_00000007_post_disaster.json,labels,hurricane-florence_00000007,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000007_post_disaster.png,xbd\test\images\hurricane-florence_00000007_post_disaster.png,images,hurricane-florence_00000007,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000007_post_disaster.png,xbd\test\masks\hurricane-florence_00000007_post_disaster.png,masks,hurricane-florence_00000007,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000007_post_disaster_rgb.png,xbd\test\masks\hurricane-florence_00000007_post_disaster_rgb.png,masks,hurricane-florence_00000007,hurricane-florence,post_disaster_rgb,test,test_id
hurricane-florence_00000007_pre_disaster.json,xbd\test\labels\hurricane-florence_00000007_pre_disaster.json,labels,hurricane-florence_00000007,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000007_pre_disaster.png,xbd\test\images\hurricane-florence_00000007_pre_disaster.png,images,hurricane-florence_00000007,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000007_pre_disaster.png,xbd\test\masks\hurricane-florence_00000007_pre_disaster.png,masks,hurricane-florence_00000007,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000009_post_disaster.json,xbd\hold\labels\hurricane-florence_00000009_post_disaster.json,labels,hurricane-florence_00000009,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000009_post_disaster.png,xbd\hold\images\hurricane-florence_00000009_post_disaster.png,images,hurricane-florence_00000009,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000009_post_disaster.png,xbd\hold\masks\hurricane-florence_00000009_post_disaster.png,masks,hurricane-florence_00000009,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000009_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000009_post_disaster_rgb.png,masks,hurricane-florence_00000009,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000009_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000009_pre_disaster.json,labels,hurricane-florence_00000009,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000009_pre_disaster.png,xbd\hold\images\hurricane-florence_00000009_pre_disaster.png,images,hurricane-florence_00000009,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000009_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000009_pre_disaster.png,masks,hurricane-florence_00000009,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000010_post_disaster.json,xbd\hold\labels\hurricane-florence_00000010_post_disaster.json,labels,hurricane-florence_00000010,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000010_post_disaster.png,xbd\hold\images\hurricane-florence_00000010_post_disaster.png,images,hurricane-florence_00000010,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000010_post_disaster.png,xbd\hold\masks\hurricane-florence_00000010_post_disaster.png,masks,hurricane-florence_00000010,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000010_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000010_post_disaster_rgb.png,masks,hurricane-florence_00000010,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000010_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000010_pre_disaster.json,labels,hurricane-florence_00000010,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000010_pre_disaster.png,xbd\hold\images\hurricane-florence_00000010_pre_disaster.png,images,hurricane-florence_00000010,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000010_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000010_pre_disaster.png,masks,hurricane-florence_00000010,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000011_post_disaster.json,xbd\hold\labels\hurricane-florence_00000011_post_disaster.json,labels,hurricane-florence_00000011,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000011_post_disaster.png,xbd\hold\images\hurricane-florence_00000011_post_disaster.png,images,hurricane-florence_00000011,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000011_post_disaster.png,xbd\hold\masks\hurricane-florence_00000011_post_disaster.png,masks,hurricane-florence_00000011,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000011_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000011_post_disaster_rgb.png,masks,hurricane-florence_00000011,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000011_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000011_pre_disaster.json,labels,hurricane-florence_00000011,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000011_pre_disaster.png,xbd\hold\images\hurricane-florence_00000011_pre_disaster.png,images,hurricane-florence_00000011,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000011_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000011_pre_disaster.png,masks,hurricane-florence_00000011,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000013_post_disaster.json,xbd\test\labels\hurricane-florence_00000013_post_disaster.json,labels,hurricane-florence_00000013,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000013_post_disaster.png,xbd\test\images\hurricane-florence_00000013_post_disaster.png,images,hurricane-florence_00000013,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000013_post_disaster.png,xbd\test\masks\hurricane-florence_00000013_post_disaster.png,masks,hurricane-florence_00000013,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000013_post_disaster_rgb.png,xbd\test\masks\hurricane-florence_00000013_post_disaster_rgb.png,masks,hurricane-florence_00000013,hurricane-florence,post_disaster_rgb,test,test_id
hurricane-florence_00000013_pre_disaster.json,xbd\test\labels\hurricane-florence_00000013_pre_disaster.json,labels,hurricane-florence_00000013,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000013_pre_disaster.png,xbd\test\images\hurricane-florence_00000013_pre_disaster.png,images,hurricane-florence_00000013,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000013_pre_disaster.png,xbd\test\masks\hurricane-florence_00000013_pre_disaster.png,masks,hurricane-florence_00000013,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000014_post_disaster.json,xbd\hold\labels\hurricane-florence_00000014_post_disaster.json,labels,hurricane-florence_00000014,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000014_post_disaster.png,xbd\hold\images\hurricane-florence_00000014_post_disaster.png,images,hurricane-florence_00000014,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000014_post_disaster.png,xbd\hold\masks\hurricane-florence_00000014_post_disaster.png,masks,hurricane-florence_00000014,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000014_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000014_post_disaster_rgb.png,masks,hurricane-florence_00000014,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000014_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000014_pre_disaster.json,labels,hurricane-florence_00000014,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000014_pre_disaster.png,xbd\hold\images\hurricane-florence_00000014_pre_disaster.png,images,hurricane-florence_00000014,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000014_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000014_pre_disaster.png,masks,hurricane-florence_00000014,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000017_post_disaster.json,xbd\hold\labels\hurricane-florence_00000017_post_disaster.json,labels,hurricane-florence_00000017,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000017_post_disaster.png,xbd\hold\images\hurricane-florence_00000017_post_disaster.png,images,hurricane-florence_00000017,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000017_post_disaster.png,xbd\hold\masks\hurricane-florence_00000017_post_disaster.png,masks,hurricane-florence_00000017,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000017_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000017_post_disaster_rgb.png,masks,hurricane-florence_00000017,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000017_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000017_pre_disaster.json,labels,hurricane-florence_00000017,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000017_pre_disaster.png,xbd\hold\images\hurricane-florence_00000017_pre_disaster.png,images,hurricane-florence_00000017,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000017_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000017_pre_disaster.png,masks,hurricane-florence_00000017,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000019_post_disaster.json,xbd\test\labels\hurricane-florence_00000019_post_disaster.json,labels,hurricane-florence_00000019,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000019_post_disaster.png,xbd\test\images\hurricane-florence_00000019_post_disaster.png,images,hurricane-florence_00000019,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000019_post_disaster.png,xbd\test\masks\hurricane-florence_00000019_post_disaster.png,masks,hurricane-florence_00000019,hurricane-florence,post_disaster,test,test_id
hurricane-florence_00000019_post_disaster_rgb.png,xbd\test\masks\hurricane-florence_00000019_post_disaster_rgb.png,masks,hurricane-florence_00000019,hurricane-florence,post_disaster_rgb,test,test_id
hurricane-florence_00000019_pre_disaster.json,xbd\test\labels\hurricane-florence_00000019_pre_disaster.json,labels,hurricane-florence_00000019,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000019_pre_disaster.png,xbd\test\images\hurricane-florence_00000019_pre_disaster.png,images,hurricane-florence_00000019,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000019_pre_disaster.png,xbd\test\masks\hurricane-florence_00000019_pre_disaster.png,masks,hurricane-florence_00000019,hurricane-florence,pre_disaster,test,test_id
hurricane-florence_00000021_post_disaster.json,xbd\hold\labels\hurricane-florence_00000021_post_disaster.json,labels,hurricane-florence_00000021,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000021_post_disaster.png,xbd\hold\images\hurricane-florence_00000021_post_disaster.png,images,hurricane-florence_00000021,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000021_post_disaster.png,xbd\hold\masks\hurricane-florence_00000021_post_disaster.png,masks,hurricane-florence_00000021,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000021_post_disaster_rgb.png,xbd\hold\masks\hurricane-florence_00000021_post_disaster_rgb.png,masks,hurricane-florence_00000021,hurricane-florence,post_disaster_rgb,hold,test_id
hurricane-florence_00000021_pre_disaster.json,xbd\hold\labels\hurricane-florence_00000021_pre_disaster.json,labels,hurricane-florence_00000021,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000021_pre_disaster.png,xbd\hold\images\hurricane-florence_00000021_pre_disaster.png,images,hurricane-florence_00000021,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000021_pre_disaster.png,xbd\hold\masks\hurricane-florence_00000021_pre_disaster.png,masks,hurricane-florence_00000021,hurricane-florence,pre_disaster,hold,test_id
hurricane-florence_00000025_post_disaster.json,xbd\hold\labels\hurricane-florence_00000025_post_disaster.json,labels,hurricane-florence_00000025,hurricane-florence,post_disaster,hold,test_id
hurricane-florence_00000025_post_disaster.png,xbd\hold\images\hurricane-florence_00000025_post_disaster.png,images,hurricane-florence_00000025,hurricane-florence,post_disaster,hold,test_id
